address,name_legit,size_legit,nodes_legit,edges_legit,inst_count_legit,mnemonic_sha1_legit,disasm_sha1_legit,mnemonic_preview_legit,name_patched,size_patched,nodes_patched,edges_patched,inst_count_patched,mnemonic_sha1_patched,disasm_sha1_patched,mnemonic_preview_patched,_merge,classification,inst_delta,size_delta
4212064,public: virtual void near * wxNativeWindow::`scalar deleting destructor'(unsigned int),49.0,3.0,6.0,84.0,28c47a21f03d027efa7954e19942417311b26a76,e68cdd74519bdda93efdcf464f82aa7d6cbc0836,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,sub_404560,41.0,9.0,14.0,51.0,8a4a3d4dfb8227d4c4a758334b1857c8d444ccf6,5825fc46229651e9f4102d6688bf14b5000c8937,jcnd goto goto jz cli xchg das rol insb retf jl pop xor cmp adc leave cdq sti call sti cli scasb add mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall mov mov ldx cfadd ofadd add setz setp sets mov,both,patched,33.0,8.0
4201360,sub_401B90,32.0,1.0,0.0,54.0,1d7e6a59fdc8ae997400aca98013f1b6f09ad946,4c82fadeafdae4677b5d6684363284fd449179a0,mov mov mov mov sub stx mov mov add ldx mov nop push mov nop push mov mov sub ldx mov mov mov add ldx mov nop push mov nop nop mov mov ldx icall nop pop mov add icall push mov push mov mov push push mov mov push call mov pop retn,sub_401B90,215.0,25.0,52.0,86.0,c74c33474882fdedfc1682ff2b7efd2eefcebbb0,b6642e301cb7808f5ab98e3f9f2563e172330fab,jz cli xchg das rol mov mov jno shr mov pop add stosd test lds mov movsd scasd push cli mov push shr push mov mov add jz cli xchg das rol retf add xchg das rol retf add jz cli cmp sar mov sbb cdq jnp fcmovnb lds faddp lds jno push cli scasb add jz cli cmp sar mov sbb mov jnb mov retf sti call cmp cmp insb retf xchg cli shl loope aas test push fidivr,both,patched,32.0,183.0
4204944,sub_402990,28.0,1.0,0.0,46.0,cff85a5b6575db072dbe4b67a61819896436fb5d,c3c45d42b8b15c1f46d4ccab9950d7d8c9aebe3f,push mov push mov call push mov call mov mov pop retn mov mov mov mov sub stx mov nop nop mov mov call nop push mov mov sub ldx mov mov nop nop mov mov call mov mov sub ldx mov nop pop mov icall,sub_402990,158.0,27.0,54.0,77.0,72f7683898c3155bec93df2f0d017c3a0187cab1,fd355121c23b6310e100539c5619eb378baeba5b,add xchg das rol insb retf cli mov cmp popa scasd jb scasb fcmovb lds scasd stosb xor sbb lahf pop jnp cdq scasd into dec jnp fild scasd into xchg into mov daa rol cdq scasd into push jnb ja insb mov cmp mov jb les add in sti call cmp xchg das rol mov push jnp fild jnb jz cli xchg das rcr and jno rol or mov jno shr push mov cli scasb add,both,patched,31.0,130.0
4298400,sub_4196A0,70.0,4.0,8.0,134.0,c3e1b18495aafb629bacefe604e0a3fad2a7bf0d,682a27b229eb78a3851a91f83fe90a59232f64a1,jcnd goto push mov sub mov mov mov mov mov cmp jz push mov mov mov mov mov call mov call mov jmp mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov mov mov sub stx mov mov sub ldx mov mov mov mov sub stx mov mov sub ldx mov setb seto sub setz setp sets mov mov mov nop push mov mov sub ldx mov mov,sub_4196A0,46.0,3.0,4.0,104.0,37b3c13e55d59866b254ad549c57d926f271ebda,c8aec5a97b50b6bd230794f93dc39b91dfb4c161,jcnd goto jz cli cmp aad adc aaa daa xlat retn mov stosd test call cmp xchg das rol retf mov mov call mov mov setb seto sub setz setp sets ext mov mov ldx xdu cfadd ofadd add cfadd ofadd or or add setz setp sets ext ext mov mov ldx ext nop pop mov add icall mov mov mov mov stx mov add mov mov and mov mov setz setp sets mov nop nop mov nop nop mov,both,patched,30.0,24.0
4228560,sub_4085D0,38.0,1.0,0.0,55.0,f5e39ad180a6da7b9864c30d4e88a2e8d11102ad,4093863c7f7f00f74e048affcf1ec41d1d30eef0,push mov push mov mov mov mov movsd movsd mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov mov mov add ldx xdu mov mov add ldx f2f stx mov mov sub ldx mov nop pop mov add icall,sub_4085D0,10.0,3.0,4.0,26.0,3a4669db55385f8c52c87a111088d0ad5cc8a114,8a737b368dba1460246e50e122829d9446ba4e66,jcnd goto goto jz cli xchg das rol retf mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall,both,patched,29.0,28.0
4198448,sub_401030,28.0,1.0,0.0,39.0,452bcbebd14a58631d6fdd307d96febe59cdee85,bedc7c83bbf9fb6bc92d7609ff106ef1d511883e,push mov mov call push call add pop retn mov mov mov mov nop nop mov mov call mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,sub_401030,5.0,3.0,4.0,10.0,b01467da74d7278e6d4f9b430cfbda077d51a290,743c77f9a282a9f5d6870aa8e84f89dd025e67d0,jcnd goto goto jz cli jmp mov mov call icall,both,patched,29.0,23.0
4238640,sub_40AD30,47.0,1.0,0.0,86.0,9c7b3b65ace15774a2595fa64558a7debb2defd7,1b9654828515da91f9cf57a447abcb2dfd093a1a,mov mov mov mov und und mov mov mov sub stx mov mov add ldx mov nop push mov sub mov nop push mov mov sub ldx mov mov nop nop mov mov call mov mov sub ldx mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov add icall push mov sub mov mov push lea push mov call mov push mov,sub_40AD30,37.0,10.0,18.0,114.0,e465c52c661b2fa92d1d7d1e24d79775a1930655,41a4aca029c1ed38844f0a4da73ccbcb81929b22,jcnd jcnd jcnd jcnd goto goto goto goto goto mov mov call mov mov setb seto sub setz setp sets nop pop call mov mov setb seto sub setz setp sets ext mov and setnz mov and setnz mov and setnz mov and setnz mov mov ldx ext stx mov mov mov mov mov xdu add setb seto sub setz setp sets xdu nop push mov mov lnot mov mov sub ldx mov add ldx mov mov lnot mov setb,both,patched,28.0,10.0
4233616,sub_409990,42.0,4.0,8.0,75.0,69d6b0e37152bec19659badf1a0da80396e75504,272de2a7cce400803cceded8e646f0f9d66387e4,jcnd goto push mov sub mov mov sub jz mov mov mov jmp mov mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov setb seto sub setz setp sets mov mov mov mov sub ldx mov mov mov add ldx mov mov mov mov sub stx mov mov mov mov mov mov sub stx mov mov sub ldx mov nop pop mov icall,sub_409990,42.0,3.0,4.0,103.0,71feacabd426d17dac538dad1eea338ae645d8de,5060251834d4426cd33026e57c23a47cdb772442,jcnd goto jz cli cmp popf cmp retn mov push adc leave cdq sti call cmp xchg das rol retf mov mov call mov mov setb seto sub setz setp sets nop pop call mov mov setb seto sub setz setp sets nop pop mov add icall mov mov nop push mov mov sub ldx xdu cfadd ofadd add cfadd ofadd or or add setz setp sets mov nop pop xds call mov nop nop mov nop nop mov mov,both,patched,28.0,0.0
4240544,?IsDefault@wxTextAttr@@QBE_NXZ_0_0,44.0,4.0,8.0,72.0,f8649df9f4dc4dc89d2842865fe691f736426aad,244327a1164fec8c723046ed6d4d119d8673b23f,jcnd goto mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov and mov mov setz setp sets mov mov lnot mov mov mov mov sub stx mov mov mov mov mov mov sub stx mov mov sub ldx mov nop pop mov icall push mov sub mov mov call test jnz mov jmp mov mov mov pop retn,sub_40B4A0,233.0,16.0,32.0,99.0,61e770e2286d52433792b5cc2afd8e24411d3ec0,7617b3dcf9811d5266871178365b847321c1873b,jz cli cmp sar mov cdq mov test into mov in sbb push shr push mov cli scasb add enter pop sbb sti call cmp mov xor scasb fcmovb lds scasd stosb xor sbb lahf pop jnp xchg jnp les pop movsb inc mov rcr inc cmp mov fcmovb jz push mov cli scasb add in sti call cmp cmp popf cmp retn mov stosd test vpsubq add xchg das rol mov push jnp fucomip dec mov push adc leave,both,patched,27.0,189.0
4214336,sub_404E40,65.0,1.0,0.0,131.0,f00187217d9c087755e06c9ca5afea39e240eeac,3db5a7f0920587efeca2ef84b2438243dfc01266,push mov sub mov mov add push mov mov push mov mov push mov push mov mov mov mov mov call mov call mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov add ldx mov mov cfadd ofadd add setz setp sets mov nop push mov mov add ldx mov mov mov add ldx mov nop push mov mov add ldx mov mov mov ldx mov nop push mov mov add ldx mov,sub_404E40,46.0,8.0,12.0,106.0,b28a70e23a5a4d9de67b4ba25519956d584f7e24,5243f3e4f20e95d33c54bc69c206dcca8c8430d7,jcnd jcnd goto goto jz cli cmp popf cmp sal jle push lahf out retn iret mov cli scasb add in sti call mov mov call mov mov setb seto sub setz setp sets nop pop call mov mov setb seto sub setz setp sets mov mov ldx cfshl shl und setz setp sets stx mov mov xor or nop push mov mov call nop pop mov add ijmp mov mov mov stx call mov mov ldx setb seto sub,both,patched,25.0,19.0
4213712,sub_404BD0,10.0,1.0,0.0,16.0,0d4c5e2f2ef3842dbfd0445ad7731433cfd6cbd0,8611db40aca25cdcc7e8e0c148f9b760fc1c32ad,push mov call pop retn mov mov nop nop mov mov call nop pop mov icall,sub_404BD0,16.0,4.0,6.0,40.0,d0325c920fc32e7ccb97550daee8c9371740010a,50a407e2eabed6d19a142e7a26db95b3622a8658,jcnd goto goto jz cli xchg mov cli scasb add mov mov call mov mov mov mov mov call mov mov ldx setb seto sub setz setp sets mov add mov mov ldx cfadd ofadd add setz setp sets mov,both,patched,24.0,6.0
4246128,??0wxANIHandler@@QAE@$$QAV0@@Z_0_4,37.0,1.0,0.0,58.0,8b810e0157a09478a2232f0576f61cd126e45017,03ec9fa221faa3158f5e917db4b258be758e638f,mov mov mov mov sub stx mov mov add ldx mov nop push mov mov sub ldx mov mov nop nop mov mov call mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov nop pop mov add icall push mov push mov mov push mov call mov mov mov mov pop retn,sub_40CA70,91.0,7.0,12.0,35.0,a3a71e4e03d2568e3ddfe21171a311444f434d42,b3f152c8adb07032abd4a6d083fadb51857dfd25,cmp scasd call sti jz cli xchg das rol mov push jnp fild or add int sbb cmp scasb xchg mov in sti call enter pop sbb sti call cmp xchg das rol insb retf,both,patched,23.0,54.0
4349152,sub_425CE0,26.0,1.0,0.0,51.0,98e68d66684cd6b316ae9998b4746801f3320e66,cfaff53a8a6e130fd4e05274648984ce9e13d8ea,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,sub_425CE0,11.0,4.0,6.0,28.0,ca09730fdbeb0d390d7688db7f1577531c0fc74b,d18f2c0205d248e4b91b50e86a9dcbc9270f1352,jcnd goto goto jz cli xchg das rol retf aas mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext,both,patched,23.0,15.0
4216464,sub_405690,24.0,1.0,0.0,33.0,2d9592b07363567fc8d4ea6042b472f56ece5161,808d123a979f08652da0f5576209f5e3a09bb368,push mov push mov mov mov mov mov pop retn mov mov mov mov sub stx mov mov add ldx mov mov mov mov mov stx mov mov nop pop mov add icall,sub_405690,35.0,4.0,6.0,56.0,cf1c79d282d73a7bebb3a18bab2b0eccc48bf02d,c72e456d6930dbb84cb077098ab93f0cf2c449e0,jcnd goto jz cli xchg das rol mov mov stosd test vpsubq add mov mov call call mov mov ldx mov ext cfshl mov mov und mov mov mov mov mov mov stx mov add mov mov and mov mov setz setp sets ext mov add mov sub ldx cfadd ofadd add setz setp sets stx,both,patched,23.0,11.0
4319776,public: virtual void near * wxPrintPreview::`scalar deleting destructor'(unsigned int),49.0,3.0,6.0,84.0,28c47a21f03d027efa7954e19942417311b26a76,2783b89155bb57fb0d0817cf52bdebe4cc5182fb,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,sub_41EA20,58.0,9.0,16.0,61.0,702a49cff8ccfd8b8ac01704f1c3e960fcd3163f,242a7dc8cd610e39a8945c14be734717aabfe890,jcnd goto jz cli xchg das rol insb retf enter push push scasd xchg cmp mov mov das sar push mov hnt jbe push adc leave cdq sti call sti cli scasb add mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall mov mov ldx cfadd ofadd add setz setp sets mov call,both,patched,23.0,9.0
4289264,sub_4172F0,16.0,1.0,0.0,20.0,2237bddf1f7e6b80e92846d1d19fd1ece7d97309,b5bb38ca020ef9b95d2d83839b362fa7ee78a369,mov mov mov mov sub stx mov mov nop pop mov icall push mov push mov mov mov pop retn,sub_4172F0,24.0,4.0,6.0,43.0,5826795540d293bd3ee80b3a5b0a89c77f78fc48,c026bd1480fe05d3dc6a9d29f23f44d48b46438c,jcnd goto mov mov call mov mov ldx mov ext mov mov sub ldx cfshr mov mov und stx mov mov setb seto sub setz setp sets mov mov sub ldx mov add ldx call jz cli xchg das ror cmp les hlt,both,patched,23.0,8.0
4235008,sub_409F00,19.0,1.0,0.0,30.0,ae1174006b347ec797ef6424b05196d3ee31fb39,ec6274f4f9ccfd1867621ae065c265e98e890cb7,push mov push mov mov call mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call nop pop mov icall,sub_409F00,22.0,7.0,12.0,53.0,b7615ccdcc1e704533c6062b761b0de315d3f855,ef6df9eb4a56f11737d2849cc6c66c2dca770b87,jcnd goto jcnd jcnd goto goto goto jz cli xchg das rol insb retf fistp jnb ja retf mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall ext mov mov sub stx mov mov lnot mov mov or lnot nop pop ldx add icall,both,patched,23.0,3.0
4566406,protected: void Concurrency::details::_TaskCollectionBase::_RethrowException(void),152.0,12.0,20.0,213.0,306f94f005bd500c5566ac05c20a110db3f91634,e4901da2015063258c20b2eae34bc8a78cb5db3f,jcnd jcnd jcnd goto push mov call mov mov and jz cmp jz and lea push push call pop pop xor mov inc push mov call and call test jz lea mov push call pop call retn push push lea mov push call call int jmp und und und und und mov mov mov add ldx mov mov and mov mov setz setp sets mov mov mov mov setb seto sub setz setp sets mov mov mov mov sub ldx,sub_45AD86,207.0,20.0,36.0,235.0,9531e2fea643496d5d3c62305445d22ac735a2f1,81fc68256105f8b34b992350a8c497264f9ab629,jcnd jcnd jcnd goto goto push mov call mov mov and jz cmp jz and lea push push call pop pop xor mov inc push mov call and call test jz lea mov push call pop call retn push push lea mov push call call int jmp und und und und und mov mov mov add ldx mov mov and mov mov setz setp sets mov mov mov mov setb seto sub setz setp sets mov mov mov mov sub,both,patched,22.0,55.0
4349664,sub_425EE0,26.0,1.0,0.0,51.0,98e68d66684cd6b316ae9998b4746801f3320e66,fef820a516f342915f8978d1d79213543a365d3f,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,sub_425EE0,11.0,4.0,6.0,29.0,d940626b58642d407546d8db078e0ab99eb96fd5,97e4ff0d709fe5593ec82e1dc6a443454e2b9d05,jcnd goto goto jz cli xchg das rol retf pop mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ldx add,both,patched,22.0,15.0
4380240,sub_42D650,5.0,1.0,0.0,13.0,b8667dc2ceaeaaf96bebf9f508c702d1f602d592,93eaeaeaa7209888cb8c5fe579c12cd40647b300,xor retn mov mov mov setz setp sets nop pop mov add icall,sub_42D650,17.0,2.0,2.0,35.0,7440d632484a0c3deafcc996fdb5efb8619ac957,3b9bee77f3ffe8108dc4114dd791adeb839543a3,goto xchg out xchg shr sti call mov mov mov call mov mov mov mov mov sub ldx cfshr shr und setz setp sets stx call mov nop nop mov nop nop mov mov icall,both,patched,22.0,12.0
4242016,??_GwxActivateEvent@@UAEPAXI@Z_0,46.0,3.0,6.0,84.0,b115aa92ae596ea82281d1817f6e2c7c2fe0372f,94f43f713084d63924833c18340d9d25cbe8a20d,jcnd mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop pop mov add icall push mov push mov mov call mov and jz push mov push call add,sub_40BA60,65.0,13.0,26.0,63.0,652ef04213a3302d3e7369c72cb81b1ae1a6ac96,cd2b856f738a81aa080900a6c8974a81b6f5cdd4,jcnd goto mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall nop pop ldx add icall jz cli xchg das rol insb retf sbb enter push push scasd xchg inc arpl add xchg cmpsb scasd push cli mov push shr push mov mov add jz cli push jnb ja add cmpsb retf ja retn,both,patched,21.0,19.0
4352208,sub_4268D0,26.0,1.0,0.0,51.0,98e68d66684cd6b316ae9998b4746801f3320e66,5e6f5ed352caba1531c3fc0bc4d08c02e384a932,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,sub_4268D0,13.0,4.0,6.0,30.0,b8fa93d920f51fe2329ccc2bd2871c312285089c,34ff6daaa1c521f5471e20012888c235c0b47f8c,jcnd goto goto jz cli xchg das rol retf aaa daa iret mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext,both,patched,21.0,13.0
4352320,sub_426940,26.0,1.0,0.0,51.0,98e68d66684cd6b316ae9998b4746801f3320e66,2920939d8d8ccf8589c4cb8566c87e91ea647e98,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,sub_426940,13.0,4.0,6.0,30.0,b8fa93d920f51fe2329ccc2bd2871c312285089c,1de78a930e5a9cb866cba6f47a5fdc9faed7c250,jcnd goto goto jz cli xchg das rol retf aaa daa iret mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext,both,patched,21.0,13.0
4352816,sub_426B30,26.0,1.0,0.0,51.0,98e68d66684cd6b316ae9998b4746801f3320e66,8158a345f889140c575efa87720df3e1bf1a0708,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,sub_426B30,13.0,4.0,6.0,30.0,b8fa93d920f51fe2329ccc2bd2871c312285089c,c3656e44eaa33a6ed70c5501b8dffab544d5409c,jcnd goto goto jz cli xchg das rol retf aaa daa iret mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext,both,patched,21.0,13.0
4356224,sub_427880,26.0,1.0,0.0,51.0,98e68d66684cd6b316ae9998b4746801f3320e66,5825d2dc0317fc0080947a07a365ba1c5de7b7dd,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,sub_427880,13.0,4.0,6.0,30.0,b8fa93d920f51fe2329ccc2bd2871c312285089c,549e2ff1b63f5dd7fa5e4fc4c71dd41c0e636427,jcnd goto goto jz cli xchg das rol retf aaa daa iret mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext,both,patched,21.0,13.0
4358288,sub_428090,26.0,1.0,0.0,51.0,98e68d66684cd6b316ae9998b4746801f3320e66,cd506c92708149eb0191fd4afe7c3abd69ae635f,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,sub_428090,13.0,4.0,6.0,30.0,b8fa93d920f51fe2329ccc2bd2871c312285089c,925b3d0ae583d2669ade1e912365a45679193857,jcnd goto goto jz cli xchg das rol retf aaa daa iret mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext,both,patched,21.0,13.0
4553008,public: virtual void Concurrency::details::InternalContextBase::Block(void),316.0,18.0,52.0,574.0,f10dd0ff7c37b322581810c9c79a9230cee03500,5b95c3439b29d3a361fdba909dcc25bf36f65332,jcnd jcnd jcnd goto jcnd jcnd jcnd goto jcnd jcnd goto jcnd goto push mov push push push push push mov call mov push mov mov mov call mov call push push push mov call mov lea xor inc mov mov xadd inc test jz cmp jnz push pop mov cmpxchg cmp jz push pop push lea call jmp cmp jnz lea mov push lea mov push lea call push mov lea pop mov cmpxchg cmp jnz cmp jz push,public: virtual void Concurrency::details::InternalContextBase::Block(void),316.0,18.0,52.0,595.0,d70ee36fcdd1f72fd096dbddb3922399f2cc11a1,8b2be50e436f60ec82cf7e568f6f9cc0d52198b0,jcnd jcnd jcnd goto jcnd jcnd jcnd goto jcnd jcnd goto jcnd goto push mov push push push push push mov call mov push mov mov mov call mov call push push push mov call mov lea xor inc mov mov xadd inc test jz cmp jnz push pop mov cmpxchg cmp jz push pop push lea call jmp cmp jnz lea mov push lea mov push lea call push mov lea pop mov cmpxchg cmp jnz cmp jz push,both,patched,21.0,0.0
4214240,sub_404DE0,72.0,1.0,0.0,143.0,42616c6efd571c2513c06444018052ecdf75d65a,e59dadbcf4fe74555ad380457b6057c735d7b697,push mov sub mov mov mov push mov mov push mov mov push mov mov push mov push mov mov mov mov mov call mov call mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov add ldx mov mov mov add ldx mov nop push mov mov add ldx mov mov mov add ldx mov nop push mov mov add ldx mov mov mov ldx mov nop push mov mov add ldx mov,sub_404DE0,58.0,12.0,24.0,123.0,420be23693addce538e563095b600d9cadfa81fa,4cca857216f122b321110b70b0d6aab0810c318e,jcnd jcnd goto jcnd goto goto jz cli cmp popf cmp sar cmpsb ficom loop retn cmpsb out jnp enter pop mov das rol jz pop sbb sti call mov mov call mov mov setb seto sub setz setp sets nop pop call mov mov setb seto sub setz setp sets mov mov ldx cfshr sar und setz setp sets stx mov mov ldx mov mov ldx setb seto sub setz setp sets mov add add mov mov add ldx,both,patched,20.0,14.0
4349472,sub_425E20,37.0,1.0,0.0,57.0,8cfc425adcb2db0a68e2240b5a31eeb8cb37160e,8b398c964c93bd2c7d13c74a7fb1bd3444bedeeb,push mov push mov mov call mov call mov call mov pop retn mov mov mov mov sub stx mov mov add ldx mov mov nop nop mov mov call mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov nop nop mov mov call nop pop mov add icall,sub_425E20,49.0,4.0,6.0,76.0,667e056e361d87742001f9fc08c081271cc75bb1,937863166c0617774d93b390d5faf761ab7d6236,jcnd goto goto jz cli xchg das rol insb mov pop mov mov mov mov mov scasb xchg mov in sti call mov mov call mov mov ldx mov ext cfshl mov mov und ext mov mov ldx add mov mov mov mov mov mov mov mov mov mov mov mov ldx setb seto sub setz setp sets mov add mov mov mov mov mov call call mov nop nop mov nop nop mov mov icall,both,patched,19.0,12.0
4359008,sub_428360,65.0,1.0,0.0,122.0,60d60fc1b7046ec956c603a5faebc482a1793806,65ca141b52e45a2459766f58566418d9f1cf69d6,push mov push mov mov add push call mov add call mov add call mov add call mov call mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov ldx icall mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov nop nop mov mov call mov mov sub ldx mov mov cfadd ofadd add setz setp,sub_428360,45.0,4.0,4.0,104.0,5fd7a697859ca5f5df516371420d5361858d347c,d0a11ff5430f85e7d5726c3467bf65fe5831e7ec,jcnd goto jz cli xchg das rol retf cdq scasd pop xchg retf out push cli scasb add in sti call cmp xchg das rol insb retf mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall call mov nop push call mov mov ldx setb seto sub setz setp sets mov add mov mov ldx cfadd ofadd add setz setp sets mov call call mov nop nop mov nop nop mov mov,both,patched,18.0,20.0
4212032,sub_404540,28.0,1.0,0.0,46.0,988121a5aa98fe675f0658678129d8667a86a9a7,7a3616f815b967bca851b0ef07b9ed133a236b83,push mov push mov mov call push mov call mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call nop push mov mov sub ldx mov mov nop nop mov mov call nop pop mov icall,sub_404540,10.0,3.0,4.0,28.0,19a378c8b1635b8994edfe0236e48691f644133d,db4c27bb8275adbd07115942a1e4361fa3a3d640,jcnd goto goto jz cli xchg das rol insb retf mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall,both,patched,18.0,18.0
4198864,sub_4011D0,24.0,1.0,0.0,32.0,2080e35334673929ddc3147f84e1f4981bbb4fb9,31f8aa1007ef44f55839638c82f45e28af44ae29,mov nop push mov nop nop mov mov call mov mov mov mov stx mov nop nop mov mov call nop pop nop pop mov icall push call mov call pop retn,sub_4011D0,7.0,1.0,0.0,14.0,2e0678b5e07de7f5b9e292cd6bdb896004946cca,386c936d9d8a18e2083cb52de93ac62167de461f,ofadd add setz setp sets mov mov add ldx add ldx icall inc jmp,both,patched,18.0,17.0
4552423,??1ObjectLock@@QAE@XZ_2,81.0,3.0,2.0,52.0,b57a90bcaefa5d8ab1ab1ca32b105c1d4dd4bdd2,9e7c0dae87aa4d096a8e5c7f3bc898a991970a24,push mov push push mov push mov xor push lea mov mov call mov mov pop leave retn mov mov mov und und und mov mov ldx mov mov nop nop mov mov call mov mov sub ldx mov nop pop nop pop mov icall mov lea mov xor call mov jmp,??1ObjectLock@@QAE@XZ_2,81.0,3.0,2.0,69.0,51f575b8b46fb4cee0194eae3bdb5768df6f20c9,fa26a81f9e53b4b61ced89a64a031ae42e019f81,push mov push push mov push mov xor push lea mov mov call mov mov pop leave retn nop push mov mov nop push mov nop push mov mov ldx mov nop push mov mov und und und mov mov ldx mov mov nop nop mov mov call mov mov sub ldx mov nop pop mov nop pop nop pop mov icall mov lea mov xor call mov jmp,both,patched,17.0,0.0
4215520,sub_4052E0,51.0,4.0,8.0,92.0,8779598f86e81aafeda9c84e556d06fe526380fc,100f82778f9a5fbac2d4729fe184e0288800d324,jcnd goto push mov sub mov mov push call test jnz mov mov jmp mov mov mov mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov add ldx mov nop push mov nop nop mov mov call mov and mov mov setz setp sets mov mov lnot mov mov add ldx mov mov mov mov sub stx mov mov mov mov mov mov sub stx mov mov sub ldx mov mov mov,sub_4052E0,166.0,28.0,56.0,77.0,834c9a52361167cc2c7ef1a86624036913663f9c,ba2afe665a3d4e1f50638952c13de861bec712bf,scasb scasb add jz cli daa aas jnz scasd mul in pop dec push fcmovb lds jle push jnp enter pop mov aaa rol xchg mov jz cli xchg jle xchg scasd idiv fxch4 dec in pop sbb mov jnp enter pop mov aaa rol les add in sti add jz cli cmp sar into sahf add test js cmp retn cli scasb add jz cli xchg das rol retf adc add sti fisttp mov push jnb,both,patched,15.0,115.0
