idx,legit_addr,legit_disasm,patched_addr,patched_disasm,same_line,legit_addr_hex,patched_addr_hex
486,4762232,"mov    #0x406180.4, eoff.4",569580,"mov     ecx, eax",False,0x0048AA78,0x0008B0EC
487,4762232,"call   $""?clear@?$deque@PBVShader@@V?$allocator@PBVShader@@@std@@@std@@QAEXXZ_0""",569582,call    sub_40E530,False,0x0048AA78,0x0008B0EE
488,4762237,"mov    ebp.4, eoff.4",569587,"lea     ecx, [ebp+var_4A4]",False,0x0048AA7D,0x0008B0F3
489,4762237,"mov    ss.2, seg.2",569593,call    sub_402A30,False,0x0048AA7D,0x0008B0F9
490,4762237,"sub    eoff.4, #0x458.4, eoff.4",569598,push    eax,False,0x0048AA7D,0x0008B0FE
491,4762237,"ldx    seg.2, eoff.4, et1.4",569599,"lea     ecx, [ebp+var_478]",False,0x0048AA7D,0x0008B0FF
492,4762237,"mov    et1.4, ecx.4",569605,call    near ptr loc_4095EA+6,False,0x0048AA7D,0x0008B105
493,4762243,"mov    #0x48AA88.4, ett.4",569610,"mov     byte ptr [ebp+var_4], 0Fh",False,0x0048AA83,0x0008B10A
494,4762243,nop,569614,"lea     ecx, [ebp+var_4A4]",False,0x0048AA83,0x0008B10E
495,4762243,nop,569620,call    near ptr loc_4028CF+1,False,0x0048AA83,0x0008B114
496,4762243,"mov    cs.2, seg.2",569625,"lea     ecx, [ebp+var_498]",False,0x0048AA83,0x0008B119
497,4762243,"mov    #0x4858D0.4, eoff.4",569631,call    near ptr sub_402990,False,0x0048AA83,0x0008B11F
498,4762243,call   $sub_4858D0,569636,"mov     byte ptr [ebp+var_4], 13h",False,0x0048AA83,0x0008B124
499,4762248,"mov    ebp.4, eoff.4",569640,push    0FFFFFFFFh,False,0x0048AA88,0x0008B128
500,4762248,"mov    ss.2, seg.2",569642,push    offset unk_4A740C,False,0x0048AA88,0x0008B12A
501,4762248,"sub    eoff.4, #0x458.4, eoff.4",569647,"lea     ecx, [ebp+var_47C]",False,0x0048AA88,0x0008B12F
502,4762248,"ldx    seg.2, eoff.4, et1.4",569653,call    loc_40E2E0,False,0x0048AA88,0x0008B135
503,4762248,"mov    et1.4, ecx.4",569658,"mov     byte ptr [ebp+var_4], 14h",False,0x0048AA88,0x0008B13A
504,4762254,"mov    #0x48AA93.4, ett.4",569662,"mov     eax, [ebp+var_458]",False,0x0048AA8E,0x0008B13E
505,4762254,nop,569668,"movzx   ecx, byte ptr [eax+491h]",False,0x0048AA8E,0x0008B144
506,4762254,nop,569675,"test    ecx, ecx",False,0x0048AA8E,0x0008B14B
507,4762254,"mov    cs.2, seg.2",569677,jnz     loc_48B27E,False,0x0048AA8E,0x0008B14D
508,4762254,"mov    #0x485550.4, eoff.4",569683,"lea     ecx, [ebp+var_468]",False,0x0048AA8E,0x0008B153
509,4762254,call   $sub_485550,569689,call    loc_403360,False,0x0048AA8E,0x0008B159
510,4762259,"mov    ebp.4, eoff.4",569694,push    eax,False,0x0048AA93,0x0008B15E
511,4762259,"mov    ss.2, seg.2",569695,"mov     edx, [ebp+var_458]",False,0x0048AA93,0x0008B15F
512,4762259,"sub    eoff.4, #0x458.4, eoff.4",569701,"mov     eax, [edx+484h]",False,0x0048AA93,0x0008B165
513,4762259,"ldx    seg.2, eoff.4, et1.4",569707,push    eax,False,0x0048AA93,0x0008B16B
514,4762259,"mov    et1.4, ecx.4",569708,push    12Fh,False,0x0048AA93,0x0008B16C
515,4762265,"mov    #0x2CFC.4, et1.4",569713,"lea     ecx, [ebp+var_498]",False,0x0048AA99,0x0008B171
516,4762265,"cfadd  et1.4, ecx.4, cf.1",569719,push    ecx,False,0x0048AA99,0x0008B177
517,4762265,"ofadd  et1.4, ecx.4, of.1",569720,call    sub_48DF80,False,0x0048AA99,0x0008B178
518,4762265,"add    et1.4, ecx.4, ett.4",569725,"mov     ecx, eax",False,0x0048AA99,0x0008B17D
519,4762265,"setz   ett.4, #0.4, zf.1",569727,call    sub_40E530,False,0x0048AA99,0x0008B17F
520,4762265,"setp   ett.4, #0.4, pf.1",569732,"mov     ecx, eax",False,0x0048AA99,0x0008B184
521,4762265,"sets   ett.4, sf.1",569734,call    sub_402A30,False,0x0048AA99,0x0008B186
522,4762265,"mov    ett.4, ecx.4",569739,push    eax,False,0x0048AA99,0x0008B18B
523,4762271,"mov    #0x48AAA4.4, ett.4",569740,"lea     edx, [ebp+var_47C]",False,0x0048AA9F,0x0008B18C
524,4762271,nop,569746,push    edx,False,0x0048AA9F,0x0008B192
525,4762271,nop,569747,call    near ptr loc_40E38A+6,False,0x0048AA9F,0x0008B193
526,4762271,"mov    cs.2, seg.2",569752,"add     esp, 0Ch",False,0x0048AA9F,0x0008B198
527,4762271,"mov    #0x402A00.4, eoff.4",569755,"lea     ecx, [ebp+var_47C]",False,0x0048AA9F,0x0008B19B
528,4762271,"call   $""?IsDefault@wxTextAttr@@QBE_NXZ_0""",569761,call    near ptr sub_40AD10,False,0x0048AA9F,0x0008B1A1
529,4762276,"xdu    al.1, eax.4",569766,push    eax,False,0x0048AAA4,0x0008B1A6
530,4762279,"mov    eax.4, et0.4",569767,"lea     ecx, [ebp+var_474]",False,0x0048AAA7,0x0008B1A7
531,4762279,"and    eax.4, et0.4, et0.4",569773,call    near ptr loc_4095EA+6,False,0x0048AAA7,0x0008B1AD
532,4762279,"mov    #0.1, cf.1",569778,"push    offset aDesktop_6; ""Desktop""",False,0x0048AAA7,0x0008B1B2
533,4762279,"mov    #0.1, of.1",569783,"push    2Ch ; ','",False,0x0048AAA7,0x0008B1B7
534,4762279,"setz   et0.4, #0.4, zf.1",569785,call    sub_48DF80,False,0x0048AAA7,0x0008B1B9
535,4762279,"setp   et0.4, #0.4, pf.1",569790,"mov     ecx, eax",False,0x0048AAA7,0x0008B1BE
536,4762279,"sets   et0.4, sf.1",569792,call    near ptr loc_40234A+6,False,0x0048AAA7,0x0008B1C0
537,4762281,"mov    cs.2, seg.2",569797,"mov     [ebp+String1], eax",False,0x0048AAA9,0x0008B1C5
538,4762281,"mov    #0x48AB7A.4, eoff.4",569803,"cmp     [ebp+String1], 0",False,0x0048AAA9,0x0008B1CB
539,4762287,"mov    #0x48AAB4.4, ett.4",569810,jz      short loc_48B20A,False,0x0048AAAF,0x0008B1D2
540,4762287,nop,569812,"push    offset String; ""com.bitdefender.cl""",False,0x0048AAAF,0x0008B1D4
541,4762287,nop,569817,call    _wcslen,False,0x0048AAAF,0x0008B1D9
542,4762287,"mov    cs.2, seg.2",569822,"add     esp, 4",False,0x0048AAAF,0x0008B1DE
543,4762287,"mov    #0x406200.4, eoff.4",569825,push    eax; MaxCount,False,0x0048AAAF,0x0008B1E1
544,4762287,call   $sub_406200,569826,"push    offset aComBitdefender_0; ""com.bitdefender.cl""",False,0x0048AAAF,0x0008B1E2
545,4762292,"mov    eax.4, et0.4",569831,"mov     eax, [ebp+String1]",False,0x0048AAB4,0x0008B1E7
546,4762292,"and    eax.4, et0.4, et0.4",569837,push    eax; String1,False,0x0048AAB4,0x0008B1ED
547,4762292,"mov    #0.1, cf.1",569838,call    __wcsnicmp,False,0x0048AAB4,0x0008B1EE
548,4762292,"mov    #0.1, of.1",569843,"add     esp, 0Ch",False,0x0048AAB4,0x0008B1F3
549,4762292,"setz   et0.4, #0.4, zf.1",569846,"test    eax, eax",False,0x0048AAB4,0x0008B1F6
550,4762292,"setp   et0.4, #0.4, pf.1",569848,jz      short loc_48B20A,False,0x0048AAB4,0x0008B1F8
551,4762292,"sets   et0.4, sf.1",569850,"mov     ecx, [ebp+var_458]",False,0x0048AAB4,0x0008B1FA
552,4762294,"mov    cs.2, seg.2",569856,"mov     dword ptr [ecx+0CB4h], 1",False,0x0048AAB6,0x0008B200
553,4762294,"mov    #0x48AB28.4, eoff.4",569866,push    offset unk_4A7470,False,0x0048AAB6,0x0008B20A
554,4762296,"mov    #4.4, et1.4",569871,"push    offset aHidden; ""hidden""",False,0x0048AAB8,0x0008B20F
555,4762296,"mov    et1.4, et0.4",569876,"lea     ecx, [ebp+var_488]",False,0x0048AAB8,0x0008B214
556,4762296,"mov    ebp.4, eoff.4",569882,call    loc_4094C0,False,0x0048AAB8,0x0008B21A
557,4762296,"mov    ss.2, seg.2",569887,push    offset unk_4A747C,False,0x0048AAB8,0x0008B21F
558,4762296,"sub    eoff.4, #0x4CC.4, eoff.4",569892,"push    offset aHidden_0; ""hidden""",False,0x0048AAB8,0x0008B224
559,4762296,"stx    et0.4, seg.2, eoff.4",569897,"lea     ecx, [ebp+var_484]",False,0x0048AAB8,0x0008B229
560,4762306,"mov    #0.4, et0.4",569903,call    loc_4094C0,False,0x0048AAC2,0x0008B22F
561,4762306,nop,569908,"push    offset aHidden_1; ""hidden""",False,0x0048AAC2,0x0008B234
562,4762306,push   #0.4,569913,"lea     ecx, [ebp+var_490]",False,0x0048AAC2,0x0008B239
563,4762308,"mov    ebp.4, et1.4",569919,call    near ptr loc_4094DB+5,False,0x0048AAC4,0x0008B23F
564,4762308,"sub    et1.4, #0x4F4.4, et1.4",569924,"push    offset aHidden_2; ""hidden""",False,0x0048AAC4,0x0008B244
565,4762308,"mov    et1.4, ecx.4",569929,"lea     ecx, [ebp+var_48C]",False,0x0048AAC4,0x0008B249
566,4762314,"mov    #0x48AACF.4, ett.4",569935,call    near ptr loc_4094DB+5,False,0x0048AACA,0x0008B24F
567,4762314,nop,569940,"push    offset aClass; ""class""",False,0x0048AACA,0x0008B254
568,4762314,nop,569945,"lea     ecx, [ebp+var_480]",False,0x0048AACA,0x0008B259
569,4762314,"mov    cs.2, seg.2",569951,call    near ptr loc_4094DB+5,False,0x0048AACA,0x0008B25F
570,4762314,"mov    #0x4061C0.4, eoff.4",569956,"push    offset aBduiIconCritic; ""bdui_icon_critical icon""",False,0x0048AACA,0x0008B264
571,4762314,call   $sub_4061C0,569961,"push    offset aClass_0; ""class""",False,0x0048AACA,0x0008B269
572,4762319,"mov    eax.4, et0.4",569966,"lea     ecx, [ebp+var_480]",False,0x0048AACF,0x0008B26E
573,4762319,"mov    ebp.4, eoff.4",569972,call    loc_4094C0,False,0x0048AACF,0x0008B274
574,4762319,"mov    ss.2, seg.2",569977,jmp     loc_48B35E,False,0x0048AACF,0x0008B279
575,4762319,"sub    eoff.4, #0x4E0.4, eoff.4",569982,"mov     edx, [ebp+var_458]",False,0x0048AACF,0x0008B27E
576,4762319,"stx    et0.4, seg.2, eoff.4",569988,"cmp     dword ptr [edx+0CC4h], 0",False,0x0048AACF,0x0008B284
577,4762325,"mov    ebp.4, eoff.4",569995,jz      short loc_48B2B5,False,0x0048AAD5,0x0008B28B
578,4762325,"mov    ss.2, seg.2",569997,push    0; lpTimerFunc,False,0x0048AAD5,0x0008B28D
579,4762325,"sub    eoff.4, #0x4E0.4, eoff.4",569999,push    7918h; uElapse,False,0x0048AAD5,0x0008B28F
580,4762325,"ldx    seg.2, eoff.4, et1.4",570004,push    4D2h; nIDEvent,False,0x0048AAD5,0x0008B294
581,4762325,"mov    et1.4, ecx.4",570009,"mov     eax, [ebp+var_458]",False,0x0048AAD5,0x0008B299
582,4762331,"mov    ecx.4, et0.4",570015,"mov     ecx, [eax+18h]",False,0x0048AADB,0x0008B29F
583,4762331,"mov    ebp.4, eoff.4",570018,push    ecx; hWnd,False,0x0048AADB,0x0008B2A2
584,4762331,"mov    ss.2, seg.2",570019,call    ds:SetTimer,False,0x0048AADB,0x0008B2A3
585,4762331,"sub    eoff.4, #0x4D0.4, eoff.4",570025,"mov     edx, [ebp+var_458]",False,0x0048AADB,0x0008B2A9
586,4762331,"stx    et0.4, seg.2, eoff.4",570031,"mov     [edx+4D0Ch], eax",False,0x0048AADB,0x0008B2AF
587,4762337,"mov    #3.1, t1.1",570037,"lea     ecx, [ebp+var_468]",False,0x0048AAE1,0x0008B2B5
588,4762337,"mov    t1.1, t0.1",570043,call    loc_403360,False,0x0048AAE1,0x0008B2BB
589,4762337,"mov    ebp.4, eoff.4",570048,push    eax,False,0x0048AAE1,0x0008B2C0
590,4762337,"mov    ss.2, seg.2",570049,"mov     eax, [ebp+var_458]",False,0x0048AAE1,0x0008B2C1
591,4762337,"sub    eoff.4, #4.4, eoff.4",570055,"mov     ecx, [eax+484h]",False,0x0048AAE1,0x0008B2C7
592,4762337,"stx    t0.1, seg.2, eoff.4",570061,push    ecx,False,0x0048AAE1,0x0008B2CD
593,4762341,"mov    ebp.4, eoff.4",570062,push    12Eh,False,0x0048AAE5,0x0008B2CE
594,4762341,"mov    ss.2, seg.2",570067,"lea     edx, [ebp+var_498]",False,0x0048AAE5,0x0008B2D3
595,4762341,"sub    eoff.4, #0x45C.4, eoff.4",570073,push    edx,False,0x0048AAE5,0x0008B2D9
596,4762341,"ldx    seg.2, eoff.4, et1.4",570074,call    sub_48DF80,False,0x0048AAE5,0x0008B2DA
597,4762341,"mov    et1.4, edx.4",570079,"mov     ecx, eax",False,0x0048AAE5,0x0008B2DF
598,4762347,"mov    #4.4, et1.4",570081,call    sub_40E530,False,0x0048AAEB,0x0008B2E1
599,4762347,"or     et1.4, edx.4, edx.4",570086,"mov     ecx, eax",False,0x0048AAEB,0x0008B2E6
600,4762347,"mov    #0.1, cf.1",570088,call    sub_402A30,False,0x0048AAEB,0x0008B2E8
601,4762347,"mov    #0.1, of.1",570093,push    eax,False,0x0048AAEB,0x0008B2ED
602,4762347,"setz   edx.4, #0.4, zf.1",570094,"lea     eax, [ebp+var_47C]",False,0x0048AAEB,0x0008B2EE
603,4762347,"setp   edx.4, #0.4, pf.1",570100,push    eax,False,0x0048AAEB,0x0008B2F4
604,4762347,"sets   edx.4, sf.1",570101,call    near ptr loc_40E38A+6,False,0x0048AAEB,0x0008B2F5
605,4762350,"mov    edx.4, et0.4",570106,"add     esp, 0Ch",False,0x0048AAEE,0x0008B2FA
606,4762350,"mov    ebp.4, eoff.4",570109,"lea     ecx, [ebp+var_47C]",False,0x0048AAEE,0x0008B2FD
607,4762350,"mov    ss.2, seg.2",570115,call    near ptr sub_40AD10,False,0x0048AAEE,0x0008B303
608,4762350,"sub    eoff.4, #0x45C.4, eoff.4",570120,push    eax,False,0x0048AAEE,0x0008B308
609,4762350,"stx    et0.4, seg.2, eoff.4",570121,"lea     ecx, [ebp+var_474]",False,0x0048AAEE,0x0008B309
610,4762356,"mov    &($aFailedToGetCra).4, et0.4",570127,call    near ptr loc_4095EA+6,False,0x0048AAF4,0x0008B30F
611,4762356,nop,570132,push    offset unk_4A74D8,False,0x0048AAF4,0x0008B314
612,4762356,push   et0.4,570137,"push    offset aHidden_3; ""hidden""",False,0x0048AAF4,0x0008B319
613,4762361,"mov    &($aCbdsubwizdlgIn_3).4, et0.4",570142,"lea     ecx, [ebp+var_490]",False,0x0048AAF9,0x0008B31E
614,4762361,nop,570148,call    loc_4094C0,False,0x0048AAF9,0x0008B324
615,4762361,push   et0.4,570153,push    offset unk_4A74E4,False,0x0048AAF9,0x0008B329
616,4762366,"mov    #0x400000.4, et0.4",570158,"push    offset aHidden_4; ""hidden""",False,0x0048AAFE,0x0008B32E
617,4762366,nop,570163,"lea     ecx, [ebp+var_48C]",False,0x0048AAFE,0x0008B333
618,4762366,push   #0x400000.4,570169,call    loc_4094C0,False,0x0048AAFE,0x0008B339
619,4762371,"mov    ebp.4, et1.4",570174,"push    offset aHidden_5; ""hidden""",False,0x0048AB03,0x0008B33E
620,4762371,"sub    et1.4, #0x4CC.4, et1.4",570179,"lea     ecx, [ebp+var_488]",False,0x0048AB03,0x0008B343
621,4762371,"mov    et1.4, eax.4",570185,call    near ptr loc_4094DB+5,False,0x0048AB03,0x0008B349
622,4762377,nop,570190,"push    offset aHidden_6; ""hidden""",False,0x0048AB09,0x0008B34E
623,4762377,push   eax.4,570195,"lea     ecx, [ebp+var_484]",False,0x0048AB09,0x0008B353
624,4762378,"mov    #0.4, et0.4",570201,call    near ptr loc_4094DB+5,False,0x0048AB0A,0x0008B359
625,4762378,nop,570206,"mov     [ebp+var_46F], 1",False,0x0048AB0A,0x0008B35E
626,4762378,push   #0.4,570213,"mov     byte ptr [ebp+var_4], 13h",False,0x0048AB0A,0x0008B365
627,4762380,"mov    ebp.4, eoff.4",570217,"lea     ecx, [ebp+var_47C]",False,0x0048AB0C,0x0008B369
628,4762380,"mov    ss.2, seg.2",570223,call    near ptr loc_40E33A+6,False,0x0048AB0C,0x0008B36F
629,4762380,"sub    eoff.4, #0x4D0.4, eoff.4",570228,"mov     byte ptr [ebp+var_4], 0Fh",False,0x0048AB0C,0x0008B374
630,4762380,"ldx    seg.2, eoff.4, et1.4",570232,"lea     ecx, [ebp+var_498]",False,0x0048AB0C,0x0008B378
631,4762380,"mov    et1.4, ecx.4",570238,call    near ptr loc_4028CF+1,False,0x0048AB0C,0x0008B37E
632,4762386,"mov    #0x48AB17.4, ett.4",570243,"mov     byte ptr [ebp+var_4], 0Eh",False,0x0048AB12,0x0008B383
633,4762386,nop,570247,"lea     ecx, [ebp+var_494]",False,0x0048AB12,0x0008B387
634,4762386,nop,570253,call    loc_405370,False,0x0048AB12,0x0008B38D
635,4762386,"mov    cs.2, seg.2",570258,"mov     byte ptr [ebp+var_4], 0Dh",False,0x0048AB12,0x0008B392
636,4762386,"mov    #0x406160.4, eoff.4",570262,"lea     ecx, [ebp+var_480]",False,0x0048AB12,0x0008B396
637,4762386,call   $sub_406160,570268,call    loc_405370,False,0x0048AB12,0x0008B39C
638,4762391,nop,570273,"mov     byte ptr [ebp+var_4], 0Ch",False,0x0048AB17,0x0008B3A1
639,4762391,push   eax.4,570277,"lea     ecx, [ebp+var_484]",False,0x0048AB17,0x0008B3A5
640,4762392,"mov    #0x48AB1D.4, ett.4",570283,call    loc_405370,False,0x0048AB18,0x0008B3AB
641,4762392,nop,570288,"mov     byte ptr [ebp+var_4], 0Bh",False,0x0048AB18,0x0008B3B0
642,4762392,nop,570292,"lea     ecx, [ebp+var_488]",False,0x0048AB18,0x0008B3B4
643,4762392,"mov    cs.2, seg.2",570298,call    loc_405370,False,0x0048AB18,0x0008B3BA
644,4762392,"mov    #0x404B70.4, eoff.4",570303,"mov     byte ptr [ebp+var_4], 0Ah",False,0x0048AB18,0x0008B3BF
645,4762392,call   $sub_404B70,570307,"lea     ecx, [ebp+var_48C]",False,0x0048AB18,0x0008B3C3
646,4762397,"mov    #0x18.4, et1.4",570313,call    loc_405370,False,0x0048AB1D,0x0008B3C9
647,4762397,"cfadd  et1.4, esp.4, cf.1",570318,"mov     byte ptr [ebp+var_4], 9",False,0x0048AB1D,0x0008B3CE
648,4762397,"ofadd  et1.4, esp.4, of.1",570322,"lea     ecx, [ebp+var_490]",False,0x0048AB1D,0x0008B3D2
649,4762397,"add    et1.4, esp.4, ett.4",570328,call    loc_405370,False,0x0048AB1D,0x0008B3D8
650,4762397,"setz   ett.4, #0.4, zf.1",570333,"mov     byte ptr [ebp+var_4], 8",False,0x0048AB1D,0x0008B3DD
651,4762397,"setp   ett.4, #0.4, pf.1",570337,"lea     ecx, [ebp+var_474]",False,0x0048AB1D,0x0008B3E1
652,4762397,"sets   ett.4, sf.1",570343,call    loc_405370,False,0x0048AB1D,0x0008B3E7
653,4762397,"mov    ett.4, esp.4",570348,"mov     byte ptr [ebp+var_4], 7",False,0x0048AB1D,0x0008B3EC
654,4762400,"mov    eax.4, et0.4",570352,"lea     ecx, [ebp+var_478]",False,0x0048AB20,0x0008B3F0
655,4762400,"mov    ebp.4, eoff.4",570358,call    loc_405370,False,0x0048AB20,0x0008B3F6
656,4762400,"mov    ss.2, seg.2",570363,"mov     byte ptr [ebp+var_4], 4",False,0x0048AB20,0x0008B3FB
657,4762400,"sub    eoff.4, #0x4D4.4, eoff.4",570367,"lea     ecx, [ebp+var_460]",False,0x0048AB20,0x0008B3FF
658,4762400,"stx    et0.4, seg.2, eoff.4",570373,call    loc_405370,False,0x0048AB20,0x0008B405
659,4762406,"mov    cs.2, seg.2",570378,"mov     byte ptr [ebp+var_4], 0",False,0x0048AB26,0x0008B40A
660,4762406,"mov    #0x48AB32.4, eoff.4",570382,"lea     ecx, [ebp+var_468]",False,0x0048AB26,0x0008B40E
661,4762408,"mov    #0x80004005.4, et1.4",570388,call    near ptr loc_4028CF+1,False,0x0048AB28,0x0008B414
662,4762408,"mov    et1.4, et0.4",570393,"mov     [ebp+var_4], 0FFFFFFFFh",False,0x0048AB28,0x0008B419
663,4762408,"mov    ebp.4, eoff.4",570400,"lea     ecx, [ebp+var_454]",False,0x0048AB28,0x0008B420
664,4762408,"mov    ss.2, seg.2",570406,call    loc_407750,False,0x0048AB28,0x0008B426
665,4762408,"sub    eoff.4, #0x4D4.4, eoff.4",570411,"mov     al, [ebp+var_46F]",False,0x0048AB28,0x0008B42B
666,4762408,"stx    et0.4, seg.2, eoff.4",570417,"mov     ecx, [ebp+var_C]",False,0x0048AB28,0x0008B431
667,4762418,"mov    #0.4, et1.4",570420,"mov     large fs:0, ecx",False,0x0048AB32,0x0008B434
668,4762418,"mov    et1.4, et0.4",570427,pop     ecx,False,0x0048AB32,0x0008B43B
669,4762418,"mov    ebp.4, eoff.4",570428,"mov     ecx, [ebp+var_10]",False,0x0048AB32,0x0008B43C
670,4762418,"mov    ss.2, seg.2",570431,"xor     ecx, ebp; StackCookie",False,0x0048AB32,0x0008B43F
671,4762418,"sub    eoff.4, #4.4, eoff.4",570433,call    @__security_check_cookie@4; __security_check_cookie(x),False,0x0048AB32,0x0008B441
672,4762418,"stx    et0.4, seg.2, eoff.4",570438,"mov     esp, ebp",False,0x0048AB32,0x0008B446
673,4762425,"mov    ebp.4, eoff.4",570440,pop     ebp,False,0x0048AB39,0x0008B448
674,4762425,"mov    ss.2, seg.2",570441,retn,False,0x0048AB39,0x0008B449
675,4762425,"sub    eoff.4, #0x45C.4, eoff.4",602686,"lea     ecx, [ebp+var_454]",False,0x0048AB39,0x0009323E
676,4762425,"ldx    seg.2, eoff.4, et1.4",602692,jmp     loc_407750,False,0x0048AB39,0x00093244
677,4762425,"mov    et1.4, ecx.4",602697,"mov     eax, [ebp+var_45C]",False,0x0048AB39,0x00093249
678,4762431,"mov    #4.4, et1.4",602703,"and     eax, 1",False,0x0048AB3F,0x0009324F
679,4762431,"and    et1.4, ecx.4, ecx.4",602706,jz      locret_49326A,False,0x0048AB3F,0x00093252
680,4762431,"mov    #0.1, cf.1",602712,"and     [ebp+var_45C], 0FFFFFFFEh",False,0x0048AB3F,0x00093258
681,4762431,"mov    #0.1, of.1",602719,"lea     ecx, [ebp+var_4FC]",False,0x0048AB3F,0x0009325F
682,4762431,"setz   ecx.4, #0.4, zf.1",602725,jmp     sub_406180,False,0x0048AB3F,0x00093265
683,4762431,"setp   ecx.4, #0.4, pf.1",602730,retn,False,0x0048AB3F,0x0009326A
684,4762431,"sets   ecx.4, sf.1",602731,"mov     eax, [ebp+var_45C]",False,0x0048AB3F,0x0009326B
685,4762434,"mov    cs.2, seg.2",602737,"and     eax, 2",False,0x0048AB42,0x00093271
686,4762434,"mov    #0x48AB56.4, eoff.4",602740,jz      locret_49328C,False,0x0048AB42,0x00093274
687,4762436,"mov    ebp.4, eoff.4",602746,"and     [ebp+var_45C], 0FFFFFFFDh",False,0x0048AB44,0x0009327A
688,4762436,"mov    ss.2, seg.2",602753,"lea     ecx, [ebp+var_4EC]",False,0x0048AB44,0x00093281
689,4762436,"sub    eoff.4, #0x45C.4, eoff.4",602759,jmp     sub_406180,False,0x0048AB44,0x00093287
690,4762436,"ldx    seg.2, eoff.4, et0.4",602764,retn,False,0x0048AB44,0x0009328C
691,4762436,"mov    #0xFFFFFFFB.4, et1.4",602765,"mov     eax, [ebp+var_45C]",False,0x0048AB44,0x0009328D
692,4762436,"and    et1.4, et0.4, et0.4",602771,"and     eax, 4",False,0x0048AB44,0x00093293
693,4762436,"mov    #0.1, cf.1",602774,jz      locret_4932AE,False,0x0048AB44,0x00093296
694,4762436,"mov    #0.1, of.1",602780,"and     [ebp+var_45C], 0FFFFFFFBh",False,0x0048AB44,0x0009329C
695,4762436,"setz   et0.4, #0.4, zf.1",602787,"lea     ecx, [ebp+var_4F4]",False,0x0048AB44,0x000932A3
696,4762436,"setp   et0.4, #0.4, pf.1",602793,jmp     sub_406180,False,0x0048AB44,0x000932A9
697,4762436,"sets   et0.4, sf.1",602798,retn,False,0x0048AB44,0x000932AE
698,4762436,"stx    et0.4, seg.2, eoff.4",602799,"lea     ecx, [ebp+var_468]",False,0x0048AB44,0x000932AF
699,4762443,"mov    ebp.4, et1.4",602805,jmp     near ptr loc_4028CF+1,False,0x0048AB4B,0x000932B5
700,4762443,"sub    et1.4, #0x4F4.4, et1.4",602810,"lea     ecx, [ebp+var_28]",False,0x0048AB4B,0x000932BA
701,4762443,"mov    et1.4, ecx.4",602813,jmp     sub_4025B0,False,0x0048AB4B,0x000932BD
702,4762449,"mov    #0x48AB56.4, ett.4",602818,"lea     ecx, [ebp+var_40]",False,0x0048AB51,0x000932C2
703,4762449,nop,602821,jmp     sub_4025B0,False,0x0048AB51,0x000932C5
704,4762449,nop,602826,"lea     ecx, [ebp+var_460]",False,0x0048AB51,0x000932CA
705,4762449,"mov    cs.2, seg.2",602832,jmp     loc_405370,False,0x0048AB51,0x000932D0
706,4762449,"mov    #0x406180.4, eoff.4",602837,"lea     ecx, [ebp+var_478]",False,0x0048AB51,0x000932D5
707,4762449,"call   $""?clear@?$deque@PBVShader@@V?$allocator@PBVShader@@@std@@@std@@QAEXXZ_0""",602843,jmp     loc_405370,False,0x0048AB51,0x000932DB
708,4762454,"mov    #0.1, t1.1",602848,"lea     ecx, [ebp+var_474]",False,0x0048AB56,0x000932E0
709,4762454,"mov    t1.1, t0.1",602854,jmp     loc_405370,False,0x0048AB56,0x000932E6
710,4762454,"mov    ebp.4, eoff.4",602859,"lea     ecx, [ebp+var_490]",False,0x0048AB56,0x000932EB
711,4762454,"mov    ss.2, seg.2",602865,jmp     loc_405370,False,0x0048AB56,0x000932F1
712,4762454,"sub    eoff.4, #0x46A.4, eoff.4",602870,"lea     ecx, [ebp+var_48C]",False,0x0048AB56,0x000932F6
713,4762454,"stx    t0.1, seg.2, eoff.4",602876,jmp     loc_405370,False,0x0048AB56,0x000932FC
714,4762461,"mov    #0xFFFFFFFF.4, et1.4",602881,"lea     ecx, [ebp+var_488]",False,0x0048AB5D,0x00093301
715,4762461,"mov    et1.4, et0.4",602887,jmp     loc_405370,False,0x0048AB5D,0x00093307
716,4762461,"mov    ebp.4, eoff.4",602892,"lea     ecx, [ebp+var_484]",False,0x0048AB5D,0x0009330C
717,4762461,"mov    ss.2, seg.2",602898,jmp     loc_405370,False,0x0048AB5D,0x00093312
718,4762461,"sub    eoff.4, #4.4, eoff.4",602903,"lea     ecx, [ebp+var_480]",False,0x0048AB5D,0x00093317
719,4762461,"stx    et0.4, seg.2, eoff.4",602909,jmp     loc_405370,False,0x0048AB5D,0x0009331D
720,4762468,"mov    ebp.4, et1.4",602914,"lea     ecx, [ebp+var_494]",False,0x0048AB64,0x00093322
721,4762468,"sub    et1.4, #0x454.4, et1.4",602920,jmp     loc_405370,False,0x0048AB64,0x00093328
722,4762468,"mov    et1.4, ecx.4",602925,"lea     ecx, [ebp+var_49C]",False,0x0048AB64,0x0009332D
723,4762474,"mov    #0x48AB6F.4, ett.4",602931,jmp     near ptr loc_4028CF+1,False,0x0048AB6A,0x00093333
724,4762474,nop,602936,"lea     ecx, [ebp+var_4A0]",False,0x0048AB6A,0x00093338
725,4762474,nop,602942,jmp     near ptr loc_4028CF+1,False,0x0048AB6A,0x0009333E
726,4762474,"mov    cs.2, seg.2",602947,"lea     ecx, [ebp+var_4A4]",False,0x0048AB6A,0x00093343
