idx,legit_addr,legit_disasm,patched_addr,patched_disasm,same_line,legit_addr_hex,patched_addr_hex
0,0,"jcnd   tt.1,",21360,jz      short near ptr loc_4053AB+3,False,0x00000000,0x00005370
1,0,"jcnd   zf.1,",21362,cli,False,0x00000000,0x00005372
2,0,goto,21363,"mov     ah, 0B1h",False,0x00000000,0x00005373
3,0,"jcnd   zf.1,",21365,"xor     byte ptr [edi+72AF61E6h], 57h",False,0x00000000,0x00005375
4,0,goto,21372,scasb,False,0x00000000,0x0000537C
5,0,"jcnd   tt.1,",21373,"fcmovb  st, st(7)",False,0x00000000,0x0000537D
6,0,"jcnd   zf.1,",21375,"lds     ebp, [ecx-5Eh]",False,0x00000000,0x0000537F
7,0,goto,21378,scasd,False,0x00000000,0x00005382
8,0,"jcnd   zf.1,",21379,stosb,False,0x00000000,0x00005383
9,0,"jcnd   zf.1,",21380,"xor     edi, eax",False,0x00000000,0x00005384
10,0,"jcnd   zf.1,",21383,"sbb     ah, ah",False,0x00000000,0x00005387
11,0,goto,21385,lahf,False,0x00000000,0x00005389
12,0,"jcnd   zf.1,",21386,pop     ebx,False,0x00000000,0x0000538A
13,0,goto,21387,jnp     short near ptr loc_40534E+1,False,0x00000000,0x0000538B
14,0,"jcnd   tt.1,",30544,jz      short loc_40778E,False,0x00000000,0x00007750
15,0,goto,30546,cli,False,0x00000000,0x00007752
16,0,"jcnd   tt.1,",30547,"mov     ah, 0B1h",False,0x00000000,0x00007753
17,0,goto,30549,"adc     byte ptr [edi], 0E5h",False,0x00000000,0x00007755
18,0,"jcnd   zf.1,",30552,popa,False,0x00000000,0x00007758
19,0,goto,30553,scasd,False,0x00000000,0x00007759
20,0,"jcnd   tt.1,",30554,jb      short loc_4077B3,False,0x00000000,0x0000775A
21,0,goto,30556,scasb,False,0x00000000,0x0000775C
22,0,"jcnd   zf.1,",30557,"fcmovb  st, st(7)",False,0x00000000,0x0000775D
23,0,"jcnd   tt.1,",30559,"lds     ebp, [ecx+34h]",False,0x00000000,0x0000775F
24,0,goto,30562,cli,False,0x00000000,0x00007762
25,0,"jcnd   zf.1,",567440,push    ebp,False,0x00000000,0x0008A890
26,0,"jcnd   zf.1,",567441,"mov     ebp, esp",False,0x00000000,0x0008A891
27,0,"jcnd   zf.1,",567443,push    0FFFFFFFFh,False,0x00000000,0x0008A893
28,0,"jcnd   zf.1,",567445,push    offset SEH_48A890,False,0x00000000,0x0008A895
29,0,"jcnd   tt.1,",567450,"mov     eax, large fs:0",False,0x00000000,0x0008A89A
30,0,goto,567456,push    eax,False,0x00000000,0x0008A8A0
31,0,"jcnd   zf.1,",567457,"sub     esp, 4F0h",False,0x00000000,0x0008A8A1
32,0,"jcnd   zf.1,",567463,"mov     eax, ___security_cookie",False,0x00000000,0x0008A8A7
33,0,goto,567468,"xor     eax, ebp",False,0x00000000,0x0008A8AC
34,0,"jcnd   tt.1,",567470,"mov     [ebp+var_10], eax",False,0x00000000,0x0008A8AE
35,0,"jcnd   zf.1,",567473,push    eax,False,0x00000000,0x0008A8B1
36,0,"jcnd   zf.1,",567474,"lea     eax, [ebp+var_C]",False,0x00000000,0x0008A8B2
37,0,goto,567477,"mov     large fs:0, eax",False,0x00000000,0x0008A8B5
38,0,"jcnd   zf.1,",567483,"mov     [ebp+var_458], ecx",False,0x00000000,0x0008A8BB
39,4761745,"mov    esp.4, ebp.4",567489,"mov     [ebp+var_45C], 0",False,0x0048A891,0x0008A8C1
40,4761761,"mov    #0.1, cf.1",567499,"push    offset aCbdsubwizdlgIn_0; ""CBDSubWizDlg::InitCrashInfo""",False,0x0048A8A1,0x0008A8CB
41,4761761,"mov    #0.1, zf.1",567504,"lea     ecx, [ebp+var_454]",False,0x0048A8A1,0x0008A8D0
42,4761761,"mov    #0.1, of.1",567510,call    near ptr loc_40765A+6,False,0x0048A8A1,0x0008A8D6
43,4761761,und    sf.1,567515,"mov     [ebp+var_4], 0",False,0x0048A8A1,0x0008A8DB
44,4761761,und    pf.1,567522,"mov     ecx, [ebp+var_458]",False,0x0048A8A1,0x0008A8E2
45,4761772,"mov    #0.1, cf.1",567528,call    near ptr sub_488EC0,False,0x0048A8AC,0x0008A8E8
46,4761772,"mov    #0.1, of.1",567533,"test    eax, eax",False,0x0048A8AC,0x0008A8ED
47,4761772,und    zf.1,567535,jnz     loc_48A9C0,False,0x0048A8AC,0x0008A8EF
48,4761772,und    sf.1,567541,call    sub_406200,False,0x0048A8AC,0x0008A8F5
49,4761772,und    pf.1,567546,"test    eax, eax",False,0x0048A8AC,0x0008A8FA
50,4761787,"mov    ecx.4, et0.4",567548,jz      short loc_48A96E,False,0x0048A8BB,0x0008A8FC
51,4761787,"mov    ebp.4, eoff.4",567550,"mov     [ebp+var_4B0], 4",False,0x0048A8BB,0x0008A8FE
52,4761787,"mov    ss.2, seg.2",567560,push    0,False,0x0048A8BB,0x0008A908
53,4761787,"sub    eoff.4, #0x458.4, eoff.4",567562,"lea     ecx, [ebp+var_4FC]",False,0x0048A8BB,0x0008A90A
54,4761787,"stx    et0.4, seg.2, eoff.4",567568,call    sub_4061C0,False,0x0048A8BB,0x0008A910
55,4761793,"mov    #0.4, et1.4",567573,"mov     [ebp+var_4E4], eax",False,0x0048A8C1,0x0008A915
56,4761793,"mov    et1.4, et0.4",567579,"mov     eax, [ebp+var_4E4]",False,0x0048A8C1,0x0008A91B
57,4761793,"mov    ebp.4, eoff.4",567585,"mov     [ebp+var_4B4], eax",False,0x0048A8C1,0x0008A921
58,4761793,"mov    ss.2, seg.2",567591,"mov     byte ptr [ebp+var_4], 1",False,0x0048A8C1,0x0008A927
59,4761793,"sub    eoff.4, #0x45C.4, eoff.4",567595,"mov     ecx, [ebp+var_45C]",False,0x0048A8C1,0x0008A92B
60,4761793,"stx    et0.4, seg.2, eoff.4",567601,"or      ecx, 1",False,0x0048A8C1,0x0008A931
61,4761803,"mov    &($aCbdsubwizdlgIn_0).4, et0.4",567604,"mov     [ebp+var_45C], ecx",False,0x0048A8CB,0x0008A934
62,4761803,nop,567610,"push    offset aFailedToInitBd; ""Failed to init bdch""",False,0x0048A8CB,0x0008A93A
63,4761803,push   et0.4,567615,"push    offset aCbdsubwizdlgIn_1; ""CBDSubWizDlg::InitCrashInfo""",False,0x0048A8CB,0x0008A93F
64,4761808,"mov    ebp.4, et1.4",567620,push    400000h,False,0x0048A8D0,0x0008A944
65,4761808,"sub    et1.4, #0x454.4, et1.4",567625,"lea     edx, [ebp+var_4B0]",False,0x0048A8D0,0x0008A949
66,4761808,"mov    et1.4, ecx.4",567631,push    edx,False,0x0048A8D0,0x0008A94F
67,4761814,"mov    #0x48A8DB.4, ett.4",567632,push    0,False,0x0048A8D6,0x0008A950
68,4761814,nop,567634,"mov     ecx, [ebp+var_4B4]",False,0x0048A8D6,0x0008A952
69,4761814,nop,567640,call    sub_406160,False,0x0048A8D6,0x0008A958
70,4761814,"mov    cs.2, seg.2",567645,push    eax,False,0x0048A8D6,0x0008A95D
71,4761814,"mov    #0x407660.4, eoff.4",567646,call    loc_404B70,False,0x0048A8D6,0x0008A95E
72,4761814,call   $sub_407660,567651,"add     esp, 18h",False,0x0048A8D6,0x0008A963
73,4761819,"mov    #0.4, et1.4",567654,"mov     [ebp+var_4B8], eax",False,0x0048A8DB,0x0008A966
74,4761819,"mov    et1.4, et0.4",567660,jmp     short loc_48A978,False,0x0048A8DB,0x0008A96C
75,4761819,"mov    ebp.4, eoff.4",567662,"mov     [ebp+var_4B8], 80004005h",False,0x0048A8DB,0x0008A96E
76,4761819,"mov    ss.2, seg.2",567672,"mov     [ebp+var_4], 0",False,0x0048A8DB,0x0008A978
77,4761819,"sub    eoff.4, #4.4, eoff.4",567679,"mov     eax, [ebp+var_45C]",False,0x0048A8DB,0x0008A97F
78,4761819,"stx    et0.4, seg.2, eoff.4",567685,"and     eax, 1",False,0x0048A8DB,0x0008A985
79,4761826,"mov    ebp.4, eoff.4",567688,jz      short loc_48A99C,False,0x0048A8E2,0x0008A988
80,4761826,"mov    ss.2, seg.2",567690,"and     [ebp+var_45C], 0FFFFFFFEh",False,0x0048A8E2,0x0008A98A
81,4761826,"sub    eoff.4, #0x458.4, eoff.4",567697,"lea     ecx, [ebp+var_4FC]",False,0x0048A8E2,0x0008A991
82,4761826,"ldx    seg.2, eoff.4, et1.4",567703,call    sub_406180,False,0x0048A8E2,0x0008A997
83,4761826,"mov    et1.4, ecx.4",567708,"mov     [ebp+var_469], 0",False,0x0048A8E2,0x0008A99C
84,4761832,"mov    #0x48A8ED.4, ett.4",567715,"mov     [ebp+var_4], 0FFFFFFFFh",False,0x0048A8E8,0x0008A9A3
85,4761832,nop,567722,"lea     ecx, [ebp+var_454]",False,0x0048A8E8,0x0008A9AA
86,4761832,nop,567728,call    loc_407750,False,0x0048A8E8,0x0008A9B0
87,4761832,"mov    cs.2, seg.2",567733,"mov     al, [ebp+var_469]",False,0x0048A8E8,0x0008A9B5
88,4761832,"mov    #0x488EC0.4, eoff.4",567739,jmp     loc_48B431,False,0x0048A8E8,0x0008A9BB
89,4761832,call   $sub_488EC0,567744,"mov     ecx, [ebp+var_458]",False,0x0048A8E8,0x0008A9C0
90,4761837,"mov    eax.4, et0.4",567750,call    near ptr sub_485B60,False,0x0048A8ED,0x0008A9C6
91,4761837,"and    eax.4, et0.4, et0.4",567755,"movzx   ecx, al",False,0x0048A8ED,0x0008A9CB
92,4761837,"mov    #0.1, cf.1",567758,"test    ecx, ecx",False,0x0048A8ED,0x0008A9CE
93,4761837,"mov    #0.1, of.1",567760,jnz     loc_48AA7D,False,0x0048A8ED,0x0008A9D0
94,4761837,"setz   et0.4, #0.4, zf.1",567766,call    sub_406200,False,0x0048A8ED,0x0008A9D6
95,4761837,"setp   et0.4, #0.4, pf.1",567771,"test    eax, eax",False,0x0048A8ED,0x0008A9DB
96,4761837,"sets   et0.4, sf.1",567773,jz      short loc_48AA4F,False,0x0048A8ED,0x0008A9DD
97,4761839,"mov    cs.2, seg.2",567775,"mov     [ebp+var_4C0], 8",False,0x0048A8EF,0x0008A9DF
98,4761839,"mov    #0x48A9C0.4, eoff.4",567785,push    0,False,0x0048A8EF,0x0008A9E9
99,4761839,"lnot   zf.1, tt.1",567787,"lea     ecx, [ebp+var_4EC]",False,0x0048A8EF,0x0008A9EB
100,4761845,"mov    #0x48A8FA.4, ett.4",567793,call    sub_4061C0,False,0x0048A8F5,0x0008A9F1
101,4761845,nop,567798,"mov     [ebp+var_4BC], eax",False,0x0048A8F5,0x0008A9F6
102,4761845,nop,567804,"mov     edx, [ebp+var_4BC]",False,0x0048A8F5,0x0008A9FC
103,4761845,"mov    cs.2, seg.2",567810,"mov     [ebp+var_4C4], edx",False,0x0048A8F5,0x0008AA02
104,4761845,"mov    #0x406200.4, eoff.4",567816,"mov     byte ptr [ebp+var_4], 2",False,0x0048A8F5,0x0008AA08
105,4761845,call   $sub_406200,567820,"mov     eax, [ebp+var_45C]",False,0x0048A8F5,0x0008AA0C
106,4761850,"mov    eax.4, et0.4",567826,"or      eax, 2",False,0x0048A8FA,0x0008AA12
107,4761850,"and    eax.4, et0.4, et0.4",567829,"mov     [ebp+var_45C], eax",False,0x0048A8FA,0x0008AA15
108,4761850,"mov    #0.1, cf.1",567835,"push    offset aFailedToGetUse; ""Failed to get user email""",False,0x0048A8FA,0x0008AA1B
109,4761850,"mov    #0.1, of.1",567840,"push    offset aCbdsubwizdlgIn_2; ""CBDSubWizDlg::InitCrashInfo""",False,0x0048A8FA,0x0008AA20
110,4761850,"setz   et0.4, #0.4, zf.1",567845,push    400000h,False,0x0048A8FA,0x0008AA25
111,4761850,"setp   et0.4, #0.4, pf.1",567850,"lea     ecx, [ebp+var_4C0]",False,0x0048A8FA,0x0008AA2A
112,4761850,"sets   et0.4, sf.1",567856,push    ecx,False,0x0048A8FA,0x0008AA30
113,4761852,"mov    cs.2, seg.2",567857,push    0,False,0x0048A8FC,0x0008AA31
114,4761852,"mov    #0x48A96E.4, eoff.4",567859,"mov     ecx, [ebp+var_4C4]",False,0x0048A8FC,0x0008AA33
115,4761854,"mov    #4.4, et1.4",567865,call    sub_406160,False,0x0048A8FE,0x0008AA39
116,4761854,"mov    et1.4, et0.4",567870,push    eax,False,0x0048A8FE,0x0008AA3E
117,4761854,"mov    ebp.4, eoff.4",567871,call    loc_404B70,False,0x0048A8FE,0x0008AA3F
118,4761854,"mov    ss.2, seg.2",567876,"add     esp, 18h",False,0x0048A8FE,0x0008AA44
119,4761854,"sub    eoff.4, #0x4B0.4, eoff.4",567879,"mov     [ebp+var_4C8], eax",False,0x0048A8FE,0x0008AA47
120,4761854,"stx    et0.4, seg.2, eoff.4",567885,jmp     short loc_48AA59,False,0x0048A8FE,0x0008AA4D
121,4761864,"mov    #0.4, et0.4",567887,"mov     [ebp+var_4C8], 80004005h",False,0x0048A908,0x0008AA4F
122,4761864,nop,567897,"mov     [ebp+var_4], 0",False,0x0048A908,0x0008AA59
123,4761864,push   #0.4,567904,"mov     edx, [ebp+var_45C]",False,0x0048A908,0x0008AA60
124,4761866,"mov    ebp.4, et1.4",567910,"and     edx, 2",False,0x0048A90A,0x0008AA66
125,4761866,"sub    et1.4, #0x4FC.4, et1.4",567913,jz      short loc_48AA7D,False,0x0048A90A,0x0008AA69
126,4761866,"mov    et1.4, ecx.4",567915,"and     [ebp+var_45C], 0FFFFFFFDh",False,0x0048A90A,0x0008AA6B
127,4761872,"mov    #0x48A915.4, ett.4",567922,"lea     ecx, [ebp+var_4EC]",False,0x0048A910,0x0008AA72
128,4761872,nop,567928,call    sub_406180,False,0x0048A910,0x0008AA78
129,4761872,nop,567933,"mov     ecx, [ebp+var_458]",False,0x0048A910,0x0008AA7D
130,4761872,"mov    cs.2, seg.2",567939,call    sub_4858D0,False,0x0048A910,0x0008AA83
131,4761872,"mov    #0x4061C0.4, eoff.4",567944,"mov     ecx, [ebp+var_458]",False,0x0048A910,0x0008AA88
132,4761872,call   $sub_4061C0,567950,call    sub_485550,False,0x0048A910,0x0008AA8E
133,4761877,"mov    eax.4, et0.4",567955,"mov     ecx, [ebp+var_458]",False,0x0048A915,0x0008AA93
134,4761877,"mov    ebp.4, eoff.4",567961,"add     ecx, 2CFCh",False,0x0048A915,0x0008AA99
135,4761877,"mov    ss.2, seg.2",567967,call    sub_402A00,False,0x0048A915,0x0008AA9F
136,4761877,"sub    eoff.4, #0x4E4.4, eoff.4",567972,"movzx   eax, al",False,0x0048A915,0x0008AAA4
137,4761877,"stx    et0.4, seg.2, eoff.4",567975,"test    eax, eax",False,0x0048A915,0x0008AAA7
138,4761883,"mov    ebp.4, eoff.4",567977,jz      loc_48AB7A,False,0x0048A91B,0x0008AAA9
139,4761883,"mov    ss.2, seg.2",567983,call    sub_406200,False,0x0048A91B,0x0008AAAF
140,4761883,"sub    eoff.4, #0x4E4.4, eoff.4",567988,"test    eax, eax",False,0x0048A91B,0x0008AAB4
141,4761883,"ldx    seg.2, eoff.4, et1.4",567990,jz      short loc_48AB28,False,0x0048A91B,0x0008AAB6
142,4761883,"mov    et1.4, eax.4",567992,"mov     [ebp+var_4CC], 4",False,0x0048A91B,0x0008AAB8
143,4761889,"mov    eax.4, et0.4",568002,push    0,False,0x0048A921,0x0008AAC2
144,4761889,"mov    ebp.4, eoff.4",568004,"lea     ecx, [ebp+var_4F4]",False,0x0048A921,0x0008AAC4
145,4761889,"mov    ss.2, seg.2",568010,call    sub_4061C0,False,0x0048A921,0x0008AACA
146,4761889,"sub    eoff.4, #0x4B4.4, eoff.4",568015,"mov     [ebp+var_4E0], eax",False,0x0048A921,0x0008AACF
147,4761889,"stx    et0.4, seg.2, eoff.4",568021,"mov     ecx, [ebp+var_4E0]",False,0x0048A921,0x0008AAD5
148,4761895,"mov    #1.1, t1.1",568027,"mov     [ebp+var_4D0], ecx",False,0x0048A927,0x0008AADB
149,4761895,"mov    t1.1, t0.1",568033,"mov     byte ptr [ebp+var_4], 3",False,0x0048A927,0x0008AAE1
150,4761895,"mov    ebp.4, eoff.4",568037,"mov     edx, [ebp+var_45C]",False,0x0048A927,0x0008AAE5
151,4761895,"mov    ss.2, seg.2",568043,"or      edx, 4",False,0x0048A927,0x0008AAEB
152,4761895,"sub    eoff.4, #4.4, eoff.4",568046,"mov     [ebp+var_45C], edx",False,0x0048A927,0x0008AAEE
153,4761895,"stx    t0.1, seg.2, eoff.4",568052,"push    offset aFailedToGetCra; ""Failed to get crashed process name""",False,0x0048A927,0x0008AAF4
154,4761899,"mov    ebp.4, eoff.4",568057,"push    offset aCbdsubwizdlgIn_3; ""CBDSubWizDlg::InitCrashInfo""",False,0x0048A92B,0x0008AAF9
155,4761899,"mov    ss.2, seg.2",568062,push    400000h,False,0x0048A92B,0x0008AAFE
156,4761899,"sub    eoff.4, #0x45C.4, eoff.4",568067,"lea     eax, [ebp+var_4CC]",False,0x0048A92B,0x0008AB03
157,4761899,"ldx    seg.2, eoff.4, et1.4",568073,push    eax,False,0x0048A92B,0x0008AB09
158,4761899,"mov    et1.4, ecx.4",568074,push    0,False,0x0048A92B,0x0008AB0A
159,4761905,"mov    #1.4, et1.4",568076,"mov     ecx, [ebp+var_4D0]",False,0x0048A931,0x0008AB0C
160,4761905,"or     et1.4, ecx.4, ecx.4",568082,call    sub_406160,False,0x0048A931,0x0008AB12
161,4761905,"mov    #0.1, cf.1",568087,push    eax,False,0x0048A931,0x0008AB17
162,4761905,"mov    #0.1, of.1",568088,call    loc_404B70,False,0x0048A931,0x0008AB18
163,4761905,"setz   ecx.4, #0.4, zf.1",568093,"add     esp, 18h",False,0x0048A931,0x0008AB1D
164,4761905,"setp   ecx.4, #0.4, pf.1",568096,"mov     [ebp+var_4D4], eax",False,0x0048A931,0x0008AB20
165,4761905,"sets   ecx.4, sf.1",568102,jmp     short loc_48AB32,False,0x0048A931,0x0008AB26
166,4761908,"mov    ecx.4, et0.4",568104,"mov     [ebp+var_4D4], 80004005h",False,0x0048A934,0x0008AB28
167,4761908,"mov    ebp.4, eoff.4",568114,"mov     [ebp+var_4], 0",False,0x0048A934,0x0008AB32
168,4761908,"mov    ss.2, seg.2",568121,"mov     ecx, [ebp+var_45C]",False,0x0048A934,0x0008AB39
169,4761908,"sub    eoff.4, #0x45C.4, eoff.4",568127,"and     ecx, 4",False,0x0048A934,0x0008AB3F
170,4761908,"stx    et0.4, seg.2, eoff.4",568130,jz      short loc_48AB56,False,0x0048A934,0x0008AB42
171,4761914,"mov    &($aFailedToInitBd).4, et0.4",568132,"and     [ebp+var_45C], 0FFFFFFFBh",False,0x0048A93A,0x0008AB44
172,4761914,nop,568139,"lea     ecx, [ebp+var_4F4]",False,0x0048A93A,0x0008AB4B
173,4761914,push   et0.4,568145,call    sub_406180,False,0x0048A93A,0x0008AB51
174,4761919,"mov    &($aCbdsubwizdlgIn_1).4, et0.4",568150,"mov     [ebp+var_46A], 0",False,0x0048A93F,0x0008AB56
175,4761919,nop,568157,"mov     [ebp+var_4], 0FFFFFFFFh",False,0x0048A93F,0x0008AB5D
176,4761919,push   et0.4,568164,"lea     ecx, [ebp+var_454]",False,0x0048A93F,0x0008AB64
177,4761924,"mov    #0x400000.4, et0.4",568170,call    loc_407750,False,0x0048A944,0x0008AB6A
178,4761924,nop,568175,"mov     al, [ebp+var_46A]",False,0x0048A944,0x0008AB6F
179,4761924,push   #0x400000.4,568181,jmp     loc_48B431,False,0x0048A944,0x0008AB75
180,4761929,"mov    ebp.4, et1.4",568186,"mov     edx, [ebp+var_458]",False,0x0048A949,0x0008AB7A
181,4761929,"sub    et1.4, #0x4B0.4, et1.4",568192,"cmp     dword ptr [edx+484h], 0",False,0x0048A949,0x0008AB80
182,4761929,"mov    et1.4, edx.4",568199,jnz     short loc_48ABAD,False,0x0048A949,0x0008AB87
183,4761935,nop,568201,"mov     [ebp+var_46B], 0",False,0x0048A94F,0x0008AB89
184,4761935,push   edx.4,568208,"mov     [ebp+var_4], 0FFFFFFFFh",False,0x0048A94F,0x0008AB90
185,4761936,"mov    #0.4, et0.4",568215,"lea     ecx, [ebp+var_454]",False,0x0048A950,0x0008AB97
186,4761936,nop,568221,call    loc_407750,False,0x0048A950,0x0008AB9D
187,4761936,push   #0.4,568226,"mov     al, [ebp+var_46B]",False,0x0048A950,0x0008ABA2
188,4761938,"mov    ebp.4, eoff.4",568232,jmp     loc_48B431,False,0x0048A952,0x0008ABA8
189,4761938,"mov    ss.2, seg.2",568237,"lea     ecx, [ebp+var_468]",False,0x0048A952,0x0008ABAD
190,4761938,"sub    eoff.4, #0x4B4.4, eoff.4",568243,call    near ptr sub_402990,False,0x0048A952,0x0008ABB3
191,4761938,"ldx    seg.2, eoff.4, et1.4",568248,"mov     byte ptr [ebp+var_4], 4",False,0x0048A952,0x0008ABB8
192,4761938,"mov    et1.4, ecx.4",568252,"mov     [ebp+var_461], 0",False,0x0048A952,0x0008ABBC
193,4761944,"mov    #0x48A95D.4, ett.4",568259,"mov     ecx, [ebp+var_458]",False,0x0048A958,0x0008ABC3
194,4761944,nop,568265,"add     ecx, 2CFCh",False,0x0048A958,0x0008ABC9
195,4761944,nop,568271,call    sub_402A30,False,0x0048A958,0x0008ABCF
196,4761944,"mov    cs.2, seg.2",568276,push    eax,False,0x0048A958,0x0008ABD4
197,4761944,"mov    #0x406160.4, eoff.4",568277,"lea     ecx, [ebp+var_28]",False,0x0048A958,0x0008ABD5
198,4761944,call   $sub_406160,568280,call    loc_402680,False,0x0048A958,0x0008ABD8
199,4761949,nop,568285,"mov     byte ptr [ebp+var_4], 5",False,0x0048A95D,0x0008ABDD
200,4761949,push   eax.4,568289,"lea     eax, [ebp+var_28]",False,0x0048A95D,0x0008ABE1
201,4761950,"mov    #0x48A963.4, ett.4",568292,push    eax,False,0x0048A95E,0x0008ABE4
202,4761950,nop,568293,"mov     ecx, [ebp+var_458]",False,0x0048A95E,0x0008ABE5
203,4761950,nop,568299,"add     ecx, 460h",False,0x0048A95E,0x0008ABEB
204,4761950,"mov    cs.2, seg.2",568305,call    sub_40AD30,False,0x0048A95E,0x0008ABF1
205,4761950,"mov    #0x404B70.4, eoff.4",568310,"test    eax, eax",False,0x0048A95E,0x0008ABF6
206,4761950,call   $sub_404B70,568312,jbe     short loc_48AC06,False,0x0048A95E,0x0008ABF8
207,4761955,"mov    #0x18.4, et1.4",568314,"mov     [ebp+var_4A8], 1",False,0x0048A963,0x0008ABFA
208,4761955,"cfadd  et1.4, esp.4, cf.1",568324,jmp     short loc_48AC10,False,0x0048A963,0x0008AC04
209,4761955,"ofadd  et1.4, esp.4, of.1",568326,"mov     [ebp+var_4A8], 0",False,0x0048A963,0x0008AC06
210,4761955,"add    et1.4, esp.4, ett.4",568336,"mov     cl, byte ptr [ebp+var_4A8]",False,0x0048A963,0x0008AC10
211,4761955,"setz   ett.4, #0.4, zf.1",568342,"mov     [ebp+var_46C], cl",False,0x0048A963,0x0008AC16
212,4761955,"setp   ett.4, #0.4, pf.1",568348,"mov     byte ptr [ebp+var_4], 4",False,0x0048A963,0x0008AC1C
213,4761955,"sets   ett.4, sf.1",568352,"lea     ecx, [ebp+var_28]",False,0x0048A963,0x0008AC20
214,4761955,"mov    ett.4, esp.4",568355,call    sub_4025B0,False,0x0048A963,0x0008AC23
215,4761958,"mov    eax.4, et0.4",568360,"movzx   edx, [ebp+var_46C]",False,0x0048A966,0x0008AC28
216,4761958,"mov    ebp.4, eoff.4",568367,"test    edx, edx",False,0x0048A966,0x0008AC2F
217,4761958,"mov    ss.2, seg.2",568369,jz      loc_48ACBC,False,0x0048A966,0x0008AC31
218,4761958,"sub    eoff.4, #0x4B8.4, eoff.4",568375,"mov     ecx, [ebp+var_458]",False,0x0048A966,0x0008AC37
219,4761958,"stx    et0.4, seg.2, eoff.4",568381,"add     ecx, 2CFCh",False,0x0048A966,0x0008AC3D
220,4761964,"mov    cs.2, seg.2",568387,call    sub_402A30,False,0x0048A96C,0x0008AC43
221,4761964,"mov    #0x48A978.4, eoff.4",568392,push    eax,False,0x0048A96C,0x0008AC48
222,4761966,"mov    #0x80004005.4, et1.4",568393,"lea     ecx, [ebp+var_40]",False,0x0048A96E,0x0008AC49
223,4761966,"mov    et1.4, et0.4",568396,call    loc_402680,False,0x0048A96E,0x0008AC4C
224,4761966,"mov    ebp.4, eoff.4",568401,"mov     byte ptr [ebp+var_4], 6",False,0x0048A96E,0x0008AC51
225,4761966,"mov    ss.2, seg.2",568405,"lea     eax, [ebp+var_40]",False,0x0048A96E,0x0008AC55
226,4761966,"sub    eoff.4, #0x4B8.4, eoff.4",568408,push    eax,False,0x0048A96E,0x0008AC58
227,4761966,"stx    et0.4, seg.2, eoff.4",568409,"mov     ecx, [ebp+var_458]",False,0x0048A96E,0x0008AC59
228,4761976,"mov    #0.4, et1.4",568415,"add     ecx, 460h",False,0x0048A978,0x0008AC5F
229,4761976,"mov    et1.4, et0.4",568421,call    near ptr loc_40ADAA+6,False,0x0048A978,0x0008AC65
230,4761976,"mov    ebp.4, eoff.4",568426,"mov     ecx, [eax]",False,0x0048A978,0x0008AC6A
231,4761976,"mov    ss.2, seg.2",568428,"mov     edx, [eax+4]",False,0x0048A978,0x0008AC6C
232,4761976,"sub    eoff.4, #4.4, eoff.4",568431,"mov     [ebp+var_4DC], ecx",False,0x0048A978,0x0008AC6F
233,4761976,"stx    et0.4, seg.2, eoff.4",568437,"mov     [ebp+var_4D8], edx",False,0x0048A978,0x0008AC75
234,4761983,"mov    ebp.4, eoff.4",568443,"mov     byte ptr [ebp+var_4], 4",False,0x0048A97F,0x0008AC7B
235,4761983,"mov    ss.2, seg.2",568447,"lea     ecx, [ebp+var_40]",False,0x0048A97F,0x0008AC7F
236,4761983,"sub    eoff.4, #0x45C.4, eoff.4",568450,call    sub_4025B0,False,0x0048A97F,0x0008AC82
237,4761983,"ldx    seg.2, eoff.4, et1.4",568455,"mov     al, byte ptr [ebp+var_4D8]",False,0x0048A97F,0x0008AC87
238,4761983,"mov    et1.4, eax.4",568461,"mov     [ebp+var_461], al",False,0x0048A97F,0x0008AC8D
239,4761989,"mov    #1.4, et1.4",568467,"mov     ecx, [ebp+var_458]",False,0x0048A985,0x0008AC93
240,4761989,"and    et1.4, eax.4, eax.4",568473,"mov     edx, [ecx+484h]",False,0x0048A985,0x0008AC99
241,4761989,"mov    #0.1, cf.1",568479,push    edx,False,0x0048A985,0x0008AC9F
242,4761989,"mov    #0.1, of.1",568480,"mov     eax, [ebp+var_4DC]",False,0x0048A985,0x0008ACA0
243,4761989,"setz   eax.4, #0.4, zf.1",568486,push    eax,False,0x0048A985,0x0008ACA6
244,4761989,"setp   eax.4, #0.4, pf.1",568487,"lea     ecx, [ebp+var_468]",False,0x0048A985,0x0008ACA7
245,4761989,"sets   eax.4, sf.1",568493,push    ecx,False,0x0048A985,0x0008ACAD
246,4761992,"mov    cs.2, seg.2",568494,call    sub_48DF80,False,0x0048A988,0x0008ACAE
247,4761992,"mov    #0x48A99C.4, eoff.4",568499,"mov     ecx, eax",False,0x0048A988,0x0008ACB3
248,4761994,"mov    ebp.4, eoff.4",568501,call    sub_40E530,False,0x0048A98A,0x0008ACB5
249,4761994,"mov    ss.2, seg.2",568506,jmp     short loc_48ACD4,False,0x0048A98A,0x0008ACBA
250,4761994,"sub    eoff.4, #0x45C.4, eoff.4",568508,"mov     edx, [ebp+var_458]",False,0x0048A98A,0x0008ACBC
251,4761994,"ldx    seg.2, eoff.4, et0.4",568514,"add     edx, 2CFCh",False,0x0048A98A,0x0008ACC2
252,4761994,"mov    #0xFFFFFFFE.4, et1.4",568520,push    edx,False,0x0048A98A,0x0008ACC8
