address,name_legit,size_legit,nodes_legit,edges_legit,inst_count_legit,mnemonic_sha1_legit,disasm_sha1_legit,mnemonic_preview_legit,name_patched,size_patched,nodes_patched,edges_patched,inst_count_patched,mnemonic_sha1_patched,disasm_sha1_patched,mnemonic_preview_patched,_merge,classification
4200160,sub_4016E0,71.0,4.0,8.0,148.0,88889c923efff44514893b655245a064419af521,4c1a6aad1b90c40c4a72a70e5bac1c293d3c8ea4,jcnd goto mov nop push mov nop push mov mov add ldx mov mov cfshr shr und setz setp sets mov cfadd ofadd add setz setp sets mov mov and mov mov setz setp sets xdu nop push mov mov add ldx mov nop push mov nop nop mov mov ldx icall mov mov mov sub stx mov mov sub ldx mov setb seto sub setz setp sets mov mov lnot mov mov mov setz setp sets mov mov mov,,,,,,,,,left_only,removed_from_patched
4200240,sub_401730,77.0,4.0,8.0,157.0,ac402ea42068948012a4291c4368debcfe4ed15c,7318fa110c6f8354672e3c7bef19f662bd4534cc,jcnd goto mov nop push mov mov add ldx xdu nop push mov mov add ldx mov mov cfshr shr und setz setp sets mov cfadd ofadd add setz setp sets mov mov and mov mov setz setp sets xdu nop push mov nop push mov mov add ldx mov nop push mov nop nop mov mov ldx icall mov mov mov sub stx mov mov sub ldx mov setb seto sub setz setp sets mov mov lnot mov mov,,,,,,,,,left_only,removed_from_patched
4200320,sub_401780,124.0,9.0,22.0,231.0,f2a886658f055afa11f5811337bd97cde5e64925,a6c4b240d29eef347a6b57e76854505ce39977a3,goto jcnd jcnd jcnd goto goto mov mov mov mov und und mov mov mov mov sub stx mov nop push mov mov mov nop nop mov mov call mov mov mov sub stx mov mov mov mov sub stx mov mov mov mov sub ldx mov mov mov mov sub stx mov mov sub ldx mov nop push mov mov mov nop nop mov mov call mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd,,,,,,,,,left_only,removed_from_patched
4200448,sub_401800,166.0,10.0,26.0,317.0,7f8458566dc726e9c19410d7e941125c90f95d47,35484ac32cec6c44150881d39cb7d28f080899ea,jcnd jcnd goto jcnd goto goto jcnd goto mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov mov ldx mov setb seto sub setz setp sets mov mov mov nop push mov nop nop mov mov ldx icall mov mov mov sub stx mov mov sub ldx mov setb seto sub setz setp sets mov mov lnot mov mov mov mov mov nop push mov mov sub ldx mov nop push mov,,,,,,,,,left_only,removed_from_patched
4200704,sub_401900,65.0,3.0,6.0,109.0,fc8761819e859f2d75630ed9ade0ce8d4b9b6ddd,e446bf92ee2f1f237a6bb92f6e2f96dc3240496a,jcnd mov mov mov mov und und mov mov mov sub stx mov mov mov mov sub stx mov mov sub ldx mov mov mov ldx mov setb seto sub setz setp sets mov mov mov mov sub ldx mov mov mov ldx mov nop push mov nop nop mov mov ldx icall mov mov mov sub stx mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov mov mov mov mov add stx mov,,,,,,,,,left_only,removed_from_patched
4200784,sub_401950,145.0,8.0,20.0,280.0,73514cb700eb31ed82c29b022f3f74ff6896152b,8ea939255927abca9cfb3bf671885869ee8018be,jcnd jcnd goto jcnd mov mov mov mov und und mov mov mov sub stx mov mov mov setz setp sets mov mov lnot mov mov mov mov sub stx mov mov sub ldx mov mov mov add ldx mov setb seto sub setz setp sets mov mov mov sub mov nop push mov mov add ldx mov nop push mov nop push mov mov add ldx mov nop push mov mov add ldx mov nop push mov mov sub,,,,,,,,,left_only,removed_from_patched
4201040,public: wxNotificationMessageImpl::wxNotificationMessageImpl(class wxNotificationMessageBase near *),41.0,1.0,0.0,67.0,d41c0545ababbfc74c1bbc3c1943a7a36bcc84b4,d2df85e3e3979a4d2402d6411bb72fc5bb820aae,mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov mov mov add ldx mov mov mov mov add stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov nop pop mov add icall push mov push mov mov mov mov mov mov mov mov mov mov pop retn,,,,,,,,,left_only,removed_from_patched
4201184,sub_401AE0,43.0,3.0,6.0,81.0,92ceabb1de737609a89121f949609388bcb69c1e,3ce512cde783780cc456869db01a4453aae73ac9,jcnd mov mov mov mov und und mov mov mov sub stx mov mov add ldx mov setb seto sub setz setp sets mov mov mov mov add ldx mov nop push mov nop push mov mov sub ldx mov mov mov add ldx mov nop push mov nop nop mov mov ldx icall mov mov mov sub stx nop pop mov add icall push mov sub mov cmp jz mov push push mov mov push call mov mov pop,,,,,,,,,left_only,removed_from_patched
4201232,sub_401B10,115.0,6.0,14.0,238.0,e9abe435b465672f245e3b17b2429cbcc710434f,7f0ad8fe89a3cb42a378bdc24a45150f71144796,jcnd goto jcnd goto mov mov mov mov und und mov mov mov sub stx mov mov add ldx mov setb seto sub setz setp sets mov mov lnot mov mov add ldx mov nop push mov mov sub ldx mov mov mov ldx mov mov mov ldx mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov ldx nop mov mov sub ldx mov mov nop nop mov mov sub ldx icall mov,,,,,,,,,left_only,removed_from_patched
4201392,std::bad_array_new_length::_scalar_deleting_destructor_(uint),46.0,3.0,6.0,84.0,b115aa92ae596ea82281d1817f6e2c7c2fe0372f,9dc373c58bb6afa53a38b72e85999b000c41b348,jcnd mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop pop mov add icall push mov push mov mov call mov and jz push mov push call add,,,,,,,,,left_only,removed_from_patched
4201440,sub_401BE0,17.0,1.0,0.0,32.0,387aca7977531aaf48e527c6485916a7ae53f7ac,134bbe67b9b1145a1627f01919b94747074ccb5c,mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop pop mov icall push mov push mov mov add mov pop retn,,,,,,,,,left_only,removed_from_patched
4201472,sub_401C00,20.0,1.0,0.0,40.0,741b399292853a7e02e91a39ab927c8b18be26a8,fc707e04c89c697aaeedf3af17a2f8a12f477ddc,mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov mov ldx mov setz setp sets nop pop mov icall push mov push mov mov add inc mov pop retn,,,,,,,,,left_only,removed_from_patched
4201504,sub_401C20,41.0,4.0,8.0,70.0,88fef810981be6202b54d4c9332b0ac465d40b29,8265067ef28f155cb7ac682d9265eedfb5e09d60,jcnd goto mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov mov add ldx mov setb seto sub setz setp sets mov mov xor lnot mov mov mov mov sub stx mov mov mov mov mov mov sub stx mov mov sub ldx mov nop pop mov icall push mov sub mov mov cmp jge mov jmp mov mov mov pop retn,,,,,,,,,left_only,removed_from_patched
4201552,sub_401C50,41.0,4.0,8.0,70.0,01e389ccb611615f881d574d13d752655f59cb54,dc789a803a3dab17ba0e1ac92a24df6a803cbd46,jcnd goto mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov mov add ldx mov setb seto sub setz setp sets mov mov xor or mov mov mov mov sub stx mov mov mov mov mov mov sub stx mov mov sub ldx mov nop pop mov icall push mov sub mov mov cmp jle mov jmp mov mov mov pop retn,,,,,,,,,left_only,removed_from_patched
4201600,sub_401C80,69.0,3.0,6.0,149.0,6b912cfa2e1188bf045556376c7c0afee0452c61,8c287f473c27f98a7d4b683e05657845c0cdb6bc,jcnd mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov or mov mov setz setp sets mov mov ldx mov setz setp sets seto sub setz setp sets mov and mov mov setz setp sets mov mov xor or lnot mov mov sub ldx mov nop push mov mov sub ldx mov mov mov ldx mov mov mov sub ldx mov mov mov ldx,,,,,,,,,left_only,removed_from_patched
