idx,legit_addr,legit_disasm,patched_addr,patched_disasm,same_line,legit_addr_hex,patched_addr_hex
2449,4444791,"ofadd  et1.4, ecx.4, of.1",,,False,0x0043D277,
2450,4444791,"add    et1.4, ecx.4, ett.4",,,False,0x0043D277,
2451,4444791,"setz   ett.4, #0.4, zf.1",,,False,0x0043D277,
2452,4444791,"setp   ett.4, #0.4, pf.1",,,False,0x0043D277,
2453,4444791,"sets   ett.4, sf.1",,,False,0x0043D277,
2454,4444791,"mov    ett.4, ecx.4",,,False,0x0043D277,
2455,4444794,"seto   eax.4, #1.4, of.1",,,False,0x0043D27A,
2456,4444794,"sub    eax.4, #1.4, eax.4",,,False,0x0043D27A,
2457,4444794,"setz   eax.4, #0.4, zf.1",,,False,0x0043D27A,
2458,4444794,"setp   eax.4, #0.4, pf.1",,,False,0x0043D27A,
2459,4444794,"sets   eax.4, sf.1",,,False,0x0043D27A,
2460,4444795,nop,,,False,0x0043D27B,
2461,4444795,push   eax.4,,,False,0x0043D27B,
2462,4444796,nop,,,False,0x0043D27C,
2463,4444796,push   ecx.4,,,False,0x0043D27C,
2464,4444797,nop,,,False,0x0043D27D,
2465,4444797,push   esi.4,,,False,0x0043D27D,
2466,4444798,nop,,,False,0x0043D27E,
2467,4444798,push   edx.4,,,False,0x0043D27E,
2468,4444799,"mov    ebp.4, et1.4",,,False,0x0043D27F,
2469,4444799,"sub    et1.4, #0xA4.4, et1.4",,,False,0x0043D27F,
2470,4444799,"mov    et1.4, eax.4",,,False,0x0043D27F,
2471,4444805,nop,,,False,0x0043D285,
2472,4444805,push   eax.4,,,False,0x0043D285,
2473,4444806,"mov    #0x43D28B.4, ett.4",,,False,0x0043D286,
2474,4444806,nop,,,False,0x0043D286,
2475,4444806,nop,,,False,0x0043D286,
2476,4444806,"mov    cs.2, seg.2",,,False,0x0043D286,
2477,4444806,"mov    #0x43C7B2.4, eoff.4",,,False,0x0043D286,
2478,4444806,"call   $""?_Put@?$money_put@_WV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@std@@@std@@CA?AV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@2@V32@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@_W@std@@@std@@@2@I@Z_0""",,,False,0x0043D286,
2479,4444811,"mov    #0x14.4, et1.4",,,False,0x0043D28B,
2480,4444811,"cfadd  et1.4, esp.4, cf.1",,,False,0x0043D28B,
2481,4444811,"ofadd  et1.4, esp.4, of.1",,,False,0x0043D28B,
2482,4444811,"add    et1.4, esp.4, ett.4",,,False,0x0043D28B,
2483,4444811,"setz   ett.4, #0.4, zf.1",,,False,0x0043D28B,
2484,4444811,"setp   ett.4, #0.4, pf.1",,,False,0x0043D28B,
2485,4444811,"sets   ett.4, sf.1",,,False,0x0043D28B,
2486,4444811,"mov    ett.4, esp.4",,,False,0x0043D28B,
2487,4444814,"mov    eax.4, eoff.4",,,False,0x0043D28E,
2488,4444814,"mov    ds.2, seg.2",,,False,0x0043D28E,
2489,4444814,"ldx    seg.2, eoff.4, et1.4",,,False,0x0043D28E,
2490,4444814,"mov    et1.4, edx.4",,,False,0x0043D28E,
2491,4444816,"mov    edx.4, et0.4",,,False,0x0043D290,
2492,4444816,"mov    ebp.4, eoff.4",,,False,0x0043D290,
2493,4444816,"mov    ss.2, seg.2",,,False,0x0043D290,
2494,4444816,"add    eoff.4, #0xC.4, eoff.4",,,False,0x0043D290,
2495,4444816,"stx    et0.4, seg.2, eoff.4",,,False,0x0043D290,
2496,4444819,"mov    eax.4, eoff.4",,,False,0x0043D293,
2497,4444819,"mov    ds.2, seg.2",,,False,0x0043D293,
2498,4444819,"add    eoff.4, #4.4, eoff.4",,,False,0x0043D293,
2499,4444819,"ldx    seg.2, eoff.4, et1.4",,,False,0x0043D293,
2500,4444819,"mov    et1.4, esi.4",,,False,0x0043D293,
2501,4444822,"mov    esi.4, et0.4",,,False,0x0043D296,
2502,4444822,"mov    ebp.4, eoff.4",,,False,0x0043D296,
2503,4444822,"mov    ss.2, seg.2",,,False,0x0043D296,
2504,4444822,"add    eoff.4, #0x10.4, eoff.4",,,False,0x0043D296,
2505,4444822,"stx    et0.4, seg.2, eoff.4",,,False,0x0043D296,
2506,4444825,"mov    ebp.4, eoff.4",,,False,0x0043D299,
2507,4444825,"mov    ss.2, seg.2",,,False,0x0043D299,
2508,4444825,"sub    eoff.4, #0x80.4, eoff.4",,,False,0x0043D299,
2509,4444825,"ldx    seg.2, eoff.4, et1.4",,,False,0x0043D299,
2510,4444825,"mov    et1.4, eax.4",,,False,0x0043D299,
2511,4444828,nop,,,False,0x0043D29C,
2512,4444828,push   edi.4,,,False,0x0043D29C,
2513,4444829,"mov    ebp.4, eoff.4",,,False,0x0043D29D,
2514,4444829,"mov    ss.2, seg.2",,,False,0x0043D29D,
2515,4444829,"sub    eoff.4, #0x84.4, eoff.4",,,False,0x0043D29D,
2516,4444829,"ldx    seg.2, eoff.4, et0.4",,,False,0x0043D29D,
2517,4444829,nop,,,False,0x0043D29D,
2518,4444829,push   et0.4,,,False,0x0043D29D,
2519,4444835,"mov    eax.4, eoff.4",,,False,0x0043D2A3,
2520,4444835,"mov    ds.2, seg.2",,,False,0x0043D2A3,
2521,4444835,"add    eoff.4, #0x20.4, eoff.4",,,False,0x0043D2A3,
2522,4444835,"ldx    seg.2, eoff.4, et0.4",,,False,0x0043D2A3,
2523,4444835,"mov    #0.4, et1.4",,,False,0x0043D2A3,
2524,4444835,"and    et1.4, et0.4, et0.4",,,False,0x0043D2A3,
2525,4444835,"mov    #0.1, cf.1",,,False,0x0043D2A3,
2526,4444835,"mov    #0.1, of.1",,,False,0x0043D2A3,
2527,4444835,"setz   et0.4, #0.4, zf.1",,,False,0x0043D2A3,
2528,4444835,"setp   et0.4, #0.4, pf.1",,,False,0x0043D2A3,
2529,4444835,"sets   et0.4, sf.1",,,False,0x0043D2A3,
2530,4444835,"stx    et0.4, seg.2, eoff.4",,,False,0x0043D2A3,
2531,4444839,"mov    eax.4, eoff.4",,,False,0x0043D2A7,
2532,4444839,"mov    ds.2, seg.2",,,False,0x0043D2A7,
2533,4444839,"add    eoff.4, #0x24.4, eoff.4",,,False,0x0043D2A7,
2534,4444839,"ldx    seg.2, eoff.4, et0.4",,,False,0x0043D2A7,
2535,4444839,"mov    #0.4, et1.4",,,False,0x0043D2A7,
2536,4444839,"and    et1.4, et0.4, et0.4",,,False,0x0043D2A7,
2537,4444839,"mov    #0.1, cf.1",,,False,0x0043D2A7,
2538,4444839,"mov    #0.1, of.1",,,False,0x0043D2A7,
2539,4444839,"setz   et0.4, #0.4, zf.1",,,False,0x0043D2A7,
2540,4444839,"setp   et0.4, #0.4, pf.1",,,False,0x0043D2A7,
2541,4444839,"sets   et0.4, sf.1",,,False,0x0043D2A7,
2542,4444839,"stx    et0.4, seg.2, eoff.4",,,False,0x0043D2A7,
2543,4444843,nop,,,False,0x0043D2AB,
2544,4444843,push   esi.4,,,False,0x0043D2AB,
2545,4444844,"mov    ebp.4, eoff.4",,,False,0x0043D2AC,
2546,4444844,"mov    ss.2, seg.2",,,False,0x0043D2AC,
2547,4444844,"sub    eoff.4, #0x9C.4, eoff.4",,,False,0x0043D2AC,
2548,4444844,"ldx    seg.2, eoff.4, et1.4",,,False,0x0043D2AC,
2549,4444844,"mov    et1.4, esi.4",,,False,0x0043D2AC,
2550,4444850,nop,,,False,0x0043D2B2,
2551,4444850,push   edx.4,,,False,0x0043D2B2,
2552,4444851,nop,,,False,0x0043D2B3,
2553,4444851,push   esi.4,,,False,0x0043D2B3,
2554,4444852,"mov    #0x43D2B9.4, ett.4",,,False,0x0043D2B4,
2555,4444852,nop,,,False,0x0043D2B4,
2556,4444852,nop,,,False,0x0043D2B4,
2557,4444852,"mov    cs.2, seg.2",,,False,0x0043D2B4,
2558,4444852,"mov    #0x43D312.4, eoff.4",,,False,0x0043D2B4,
2559,4444852,"call   $""?_Rep@?$money_put@_WV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@std@@@std@@CA?AV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@2@V32@_WI@Z""",,,False,0x0043D2B4,
2560,4444857,"mov    #0x14.4, et1.4",,,False,0x0043D2B9,
2561,4444857,"cfadd  et1.4, esp.4, cf.1",,,False,0x0043D2B9,
2562,4444857,"ofadd  et1.4, esp.4, of.1",,,False,0x0043D2B9,
2563,4444857,"add    et1.4, esp.4, ett.4",,,False,0x0043D2B9,
2564,4444857,"setz   ett.4, #0.4, zf.1",,,False,0x0043D2B9,
2565,4444857,"setp   ett.4, #0.4, pf.1",,,False,0x0043D2B9,
2566,4444857,"sets   ett.4, sf.1",,,False,0x0043D2B9,
2567,4444857,"mov    ett.4, esp.4",,,False,0x0043D2B9,
2568,4444860,"mov    ebp.4, et1.4",,,False,0x0043D2BC,
2569,4444860,"sub    et1.4, #0x58.4, et1.4",,,False,0x0043D2BC,
2570,4444860,"mov    et1.4, ecx.4",,,False,0x0043D2BC,
2571,4444863,"mov    #0x43D2C4.4, ett.4",,,False,0x0043D2BF,
2572,4444863,nop,,,False,0x0043D2BF,
2573,4444863,nop,,,False,0x0043D2BF,
2574,4444863,"mov    cs.2, seg.2",,,False,0x0043D2BF,
2575,4444863,"mov    #0x402C10.4, eoff.4",,,False,0x0043D2BF,
2576,4444863,"call   $""?_Tidy_deallocate@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QAEXXZ""",,,False,0x0043D2BF,
2577,4444868,"mov    ebp.4, et1.4",,,False,0x0043D2C4,
2578,4444868,"sub    et1.4, #0x28.4, et1.4",,,False,0x0043D2C4,
2579,4444868,"mov    et1.4, ecx.4",,,False,0x0043D2C4,
2580,4444871,"mov    #0x43D2CC.4, ett.4",,,False,0x0043D2C7,
2581,4444871,nop,,,False,0x0043D2C7,
2582,4444871,nop,,,False,0x0043D2C7,
2583,4444871,"mov    cs.2, seg.2",,,False,0x0043D2C7,
2584,4444871,"mov    #0x402C10.4, eoff.4",,,False,0x0043D2C7,
2585,4444871,"call   $""?_Tidy_deallocate@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QAEXXZ""",,,False,0x0043D2C7,
2586,4444876,"mov    ebp.4, et1.4",,,False,0x0043D2CC,
2587,4444876,"sub    et1.4, #0x40.4, et1.4",,,False,0x0043D2CC,
2588,4444876,"mov    et1.4, ecx.4",,,False,0x0043D2CC,
2589,4444879,"mov    #0x43D2D4.4, ett.4",,,False,0x0043D2CF,
2590,4444879,nop,,,False,0x0043D2CF,
2591,4444879,nop,,,False,0x0043D2CF,
2592,4444879,"mov    cs.2, seg.2",,,False,0x0043D2CF,
2593,4444879,"mov    #0x406640.4, eoff.4",,,False,0x0043D2CF,
2594,4444879,"call   $""?_Tidy_deallocate@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEXXZ""",,,False,0x0043D2CF,
2595,4444884,"mov    ebp.4, et1.4",,,False,0x0043D2D4,
2596,4444884,"add    et1.4, #0x24.4, et1.4",,,False,0x0043D2D4,
2597,4444884,"mov    et1.4, ecx.4",,,False,0x0043D2D4,
2598,4444887,"mov    #0x43D2DC.4, ett.4",,,False,0x0043D2D7,
2599,4444887,nop,,,False,0x0043D2D7,
2600,4444887,nop,,,False,0x0043D2D7,
2601,4444887,"mov    cs.2, seg.2",,,False,0x0043D2D7,
2602,4444887,"mov    #0x402C10.4, eoff.4",,,False,0x0043D2D7,
2603,4444887,"call   $""?_Tidy_deallocate@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QAEXXZ""",,,False,0x0043D2D7,
2604,4444892,"mov    esi.4, eax.4",,,False,0x0043D2DC,
2605,4444899,nop,,,False,0x0043D2E3,
2606,4444899,pop    eoff.4,,,False,0x0043D2E3,
2607,4444899,"mov    cs.2, seg.2",,,False,0x0043D2E3,
2608,4444899,"add    esp.4, #0x38.4, esp.4",,,False,0x0043D2E3,
2609,4444899,"icall  seg.2, eoff.4",,,False,0x0043D2E3,
2610,593600,"lea     ecx, [ebp+arg_1C]",,,False,0x00090EC0,
2611,593603,jmp     ??1?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QAE@XZ; std::wstring::~wstring(void),,,False,0x00090EC3,
2612,593608,"lea     ecx, [ebp+var_94]; this",,,False,0x00090EC8,
2613,593614,jmp     ??1locale@std@@QAE@XZ; std::locale::~locale(void),,,False,0x00090ECE,
2614,593619,"lea     ecx, [ebp+var_94]; this",,,False,0x00090ED3,
2615,593625,jmp     ??1locale@std@@QAE@XZ; std::locale::~locale(void),,,False,0x00090ED9,
2616,593630,"lea     ecx, [ebp+var_40]",,,False,0x00090EDE,
2617,593633,jmp     ??1?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@XZ; std::string::~string(void),,,False,0x00090EE1,
2618,593638,"lea     ecx, [ebp+var_28]",,,False,0x00090EE6,
2619,593641,jmp     ??1?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QAE@XZ; std::wstring::~wstring(void),,,False,0x00090EE9,
2620,593646,"lea     ecx, [ebp+var_58]",,,False,0x00090EEE,
2621,593649,jmp     ??1?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QAE@XZ; std::wstring::~wstring(void),,,False,0x00090EF1,
2622,593654,"mov     edx, [esp-4+arg_4]",,,False,0x00090EF6,
2623,593658,"lea     eax, [edx+0Ch]",,,False,0x00090EFA,
2624,593661,"mov     ecx, [edx-0E8h]",,,False,0x00090EFD,
2625,593667,"xor     ecx, eax; StackCookie",,,False,0x00090F03,
2626,593669,call    @__security_check_cookie@4; __security_check_cookie(x),,,False,0x00090F05,
2627,593674,"mov     ecx, [edx-4]",,,False,0x00090F0A,
2628,593677,"xor     ecx, eax; StackCookie",,,False,0x00090F0D,
2629,593679,call    @__security_check_cookie@4; __security_check_cookie(x),,,False,0x00090F0F,
2630,593684,"mov     eax, offset stru_4B356C",,,False,0x00090F14,
2631,593689,jmp     ___CxxFrameHandler3,,,False,0x00090F19,
