address,name_legit,name_patched,mnemonic_preview_legit,mnemonic_preview_patched
4227968,public: virtual void near * wxActivateEvent::`scalar deleting destructor'(unsigned int),sub_408380,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jcnd goto goto jz cli xchg das rol insb retf mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall
4228560,sub_4085D0,sub_4085D0,push mov push mov mov mov mov movsd movsd mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov mov mov add ldx xdu mov mov add ldx f2f stx mov mov sub ldx mov nop pop mov add icall,jcnd goto goto jz cli xchg das rol retf mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall
4228752,sub_408690,sub_408690,jcnd jcnd jcnd goto jcnd goto goto jcnd goto goto jcnd goto push mov sub mov mov mov mov cmp jz cmp jz cmp jz jmp mov mov mov mov mov cmp jz push mov call mov jmp mov jmp mov mov mov mov mov cmp jz push mov call mov jmp mov jmp mov mov mov mov mov cmp jz push mov call mov jmp mov mov pop retn mov mov mov mov und und mov mov mov sub,jcnd goto ffreep cdq scasd into push mov clc adc mov enter ficom push retn jz cli cmp popf cmp retn loope retf mov mov call mov mov setb seto sub setz setp sets nop pop call mov mov setb seto sub setz setp sets nop pop mov add icall nop pop ldx add add ijmp
4229488,sub_408970,sub_408970,jcnd push mov sub mov mov cmp jz push mov call mov push push call add mov mov push mov call mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov mov add ldx mov setb seto sub setz setp sets mov mov mov nop push mov mov sub ldx mov mov nop nop mov mov call mov mov sub ldx mov nop push mov nop push mov nop,jcnd goto jz cli cmp popf cmp retn mov cdq sti call sti call cmp xchg das rol insb retf mov mov call mov mov setb seto sub setz setp sets nop pop call mov mov setb seto sub setz setp sets nop pop mov add icall xds call mov nop nop mov nop nop mov mov icall call mov nop nop mov nop nop mov mov icall mov mov setb seto sub setz setp sets mov mov ldx mov
4229696,sub_408A40,sub_408A40,jcnd jcnd jcnd goto push mov push push mov push sub mov xor push lea mov mov mov mov mov cmp jle push call add cmp jnz mov mov call push call add mov push call add mov push lea push mov mov call mov mov lea push mov mov call push lea call movzx test jz lea call add mov jmp mov mov mov mov mov mov pop mov pop retn mov mov mov mov und und mov mov,jcnd jcnd jcnd goto jcnd goto goto goto jz cli mov add popa scasd jb scasb fcmovb lds cli fimul inc sbb mov jo imul jmp mov mov call mov mov mov cfadd ofadd add setz setp sets mov mov mov ldx add ldx add ldx add ldx add ldx add ldx add ldx add mov mov ldx setb seto sub setz setp sets mov add mov mov mov mov ldx setb seto sub setz setp sets mov add lnot
4232480,sub_409520,sub_409520,push mov sub mov mov mov push mov mov mov mov mov call mov call movzx mov pop retn mov mov mov mov und und mov mov add ldx mov mov mov mov sub stx mov mov add ldx mov nop push mov mov sub ldx mov mov mov ldx mov mov mov ldx mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov ldx nop mov mov sub ldx mov mov nop nop,jcnd goto goto or retn jno cmp mov xchg cli iret sbb cmp xchg das shl cmp into sahf jno shr loop mov enter mov mov add jz cli cmp lodsd cmp retn pop jp push jnp enter test pop jbe mov scasb add in sti cli scasb add mov mov call mov mov setb seto sub setz setp sets mov mov ldx mov mov add mov mov ldx mov setb seto sub setz setp sets nop pop mov add
4232592,sub_409590,sub_409590,jcnd goto push mov push mov cmp jnz xor jmp mov push push mov push call add mov pop retn mov mov mov mov sub stx mov mov add ldx mov setb seto sub setz setp sets mov mov lnot mov mov mov setz setp sets mov mov mov mov add ldx mov nop push mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop,jcnd goto goto jz cli xchg das ror mov stosd mov xchg mov adc sahf sbb outsd scasd pop xchg retf xchg cmp int sar les add in sti call mov mov call mov mov ldx mov ext mov mov add ldx cfshr mov mov und stx mov mov mov mov stx mov add mov mov mov mov mov mov mov xdu cfadd ofadd add cfadd ofadd or or add setz setp sets mov and setnz mov and setnz mov
4232912,sub_4096D0,sub_4096D0,push mov push mov mov mov mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov nop pop mov icall,jcnd goto goto jcnd out jz cli xchg das rol retf ja retn mov call mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall mov mov or lnot nop pop mov icall
4232944,sub_4096F0,sub_4096F0,push mov push push mov push sub mov xor mov push lea mov mov mov lea call mov lea push mov mov push call mov lea push mov call mov or mov mov lea call mov mov mov pop mov xor call mov pop retn mov mov mov mov und und mov mov und und und mov mov mov sub stx mov mov mov mov sub stx mov sub mov mov nop nop mov mov call mov mov mov mov,jcnd jcnd jcnd goto goto jcnd jcnd jz jcnd goto jcnd goto goto goto ficomp shr mov jz cli mov cmp scasd jb scasb fcmovb lds cli setalc dec xchg inc sbb mov sahf jno in loop outs loope imul icebp loop jmp mov mul add mov ldx i2f setb.fpu setp.fpu setz.fpu mov mov ldx mov cfshr shr und setz setp sets stx mov mov mov mov call mov mov mov mov sub ldx mov setb seto sub setz setp
4233152,sub_4097C0,sub_4097C0,push mov push mov mov mov mov mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov mov add ldx mov mov mov mov add stx mov mov nop pop mov add icall,jcnd goto jcnd goto goto out jz cli xchg das rol retf or retf ja retn mov call mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall mov mov or lnot nop pop mov icall
4233616,sub_409990,sub_409990,jcnd goto push mov sub mov mov sub jz mov mov mov jmp mov mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov setb seto sub setz setp sets mov mov mov mov sub ldx mov mov mov add ldx mov mov mov mov sub stx mov mov mov mov mov mov sub stx mov mov sub ldx mov nop pop mov icall,jcnd goto jz cli cmp popf cmp retn mov push adc leave cdq sti call cmp xchg das rol retf mov mov call mov mov setb seto sub setz setp sets nop pop call mov mov setb seto sub setz setp sets nop pop mov add icall mov mov nop push mov mov sub ldx xdu cfadd ofadd add cfadd ofadd or or add setz setp sets mov nop pop xds call mov nop nop mov nop nop mov mov
4233664,sub_4099C0,sub_4099C0,push mov push mov mov mov mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov mov add ldx mov mov mov mov add stx nop pop mov add icall,jcnd goto goto jz cli xchg das rol retf add mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall mov mov ldx cfadd ofadd add setz setp sets mov
4233728,sub_409A00,sub_409A00,push mov sub mov mov mov mov mov mov mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov mov add ldx mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov nop pop mov icall,jcnd goto jcnd goto jz cli cmp popf cmp retn jg cdq scasd push xchg mov mov call mov mov setb seto sub setz setp sets nop pop call mov mov setb seto sub setz setp sets nop pop mov add icall mov mov xor or lnot xds mov mov ldx setb seto sub setz setp sets mov add nop push mov mov mov
4233776,sub_409A30,sub_409A30,push mov sub mov mov mov mov mov mov mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov mov add ldx mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov nop pop mov icall,xchg mov mov push adc leave cdq sti jno shl xor mov cdq scasd pop jnp jno push cli scasb add jz cli cmp popf cmp retn jno loop push mov cdq scasd pop jnp jno push cli scasb add jz cli push jnb sar setalc add jz cli push jnb les xor add jz cli xchg retf inc dec dec popf mov out sbb mov jns adc cmpsb aas loop loopne jnp sub js mov enter std aam inc
4234448,sub_409CD0,sub_409CD0,push mov push mov mov push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,jcnd goto jcnd goto jz jcnd jcnd goto jz cli xchg das rol retf scasb add jle adc mov or cmp mov les cmc shufps aas mov daa sar pop loope push jnb mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add ijmp mov mov ldx setb seto sub setz setp sets mov add mov mov ldx cfadd ofadd add setz setp sets mov call mov mov xor or mov mov sub ldx
4234480,sub_409CF0,sub_409CF0,push mov push mov mov mov mov mov mov mov mov mov mov mov mov mov mov mov mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov mov mov mov mov,jcnd goto goto jz cli xchg das rol retf mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall
4234688,sub_409DC0,sub_409DC0,push mov push mov mov push call add mov pop retn mov mov mov mov sub stx mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov add icall,pop push test retf mov std cli scasb add in sti call cmp inc int add cli scasb add jz cli push jnb ja insb fistp mov mov xchg enter mov jz cli push jnb ja insb mov add jz cli xchg das rol mov mov rcl jg leave cdq sti call add
4234752,sub_409E00,sub_409E00,push mov push mov mov push call add mov pop retn mov mov mov mov sub stx mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov add icall,jcnd jcnd jcnd goto jcnd jcnd goto jz cli xchg das rol mov inc pusha into lds rcl jg leave cdq sti call cmp xchg das rol insb retf mov jz cli xchg das rol retf sti call cmp dec hlt mov scasd xchg cmp jle mov das sar pushf mov hnt jbe push adc leave cdq sti call sti call cmp xchg das rol insb retf mov mov call mov mov ldx mov ext cfshl mov mov und mov mov
4234864,sub_409E70,sub_409E70,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jcnd goto goto jz cli xchg das rol insb retf mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall
4235008,sub_409F00,sub_409F00,push mov push mov mov call mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call nop pop mov icall,jcnd goto jcnd jcnd goto goto goto jz cli xchg das rol insb retf fistp jnb ja retf mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall ext mov mov sub stx mov mov lnot mov mov or lnot nop pop ldx add icall
4235040,sub_409F20,sub_409F20,push mov sub mov mov mov call mov mov call add push mov push mov push mov call mov or mov mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov mov mov sub stx mov mov add ldx mov mov nop nop mov mov call mov mov mov sub stx mov mov add ldx mov mov nop nop mov mov call mov mov sub ldx cfadd ofadd add setz setp sets mov,jcnd jcnd jcnd goto jcnd goto jcnd jcnd goto goto goto goto fcmovb retn jz cli cmp aad adc hnt jle inc mov jnp jle hnt jbe push adc cmp cli scasb add lnot mov.fpu nop pop mov add icall mov mov call mov mov setb seto sub setz setp sets ext mov mov sub ldx xdu cfadd ofadd add cfadd ofadd or or add setz setp sets mov mov xor or ofadd add setz setp sets mov ext mov mov lnot
4235120,sub_409F70,sub_409F70,push mov push mov mov mov mov add call mov add call mov add call mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov nop nop mov mov call mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov nop nop mov mov call mov mov sub ldx mov mov cfadd ofadd,jcnd goto goto jz cli xchg das rol retf cli scasb add mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall mov mov ldx cfadd ofadd add setz setp sets mov
4235408,sub_40A090,sub_40A090,push mov push mov mov mov pop retn mov mov mov mov sub stx mov mov nop pop mov icall,jcnd goto goto jz cli xchg das ror cmp mov mov call mov mov ldx mov ext mov mov sub ldx cfshr mov mov und stx mov mov setb seto sub setz setp sets
4235648,sub_40A180,sub_40A180,jcnd goto push mov sub mov mov mov mov mov mov mov movzx cmp jle mov jmp mov mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov add ldx mov mov mov mov sub stx mov mov add ldx mov mov mov add ldx mov mov mov mov stx mov mov sub ldx mov mov mov ldx xdu mov mov setb seto sub setz setp sets mov mov xor or mov mov,jcnd goto goto jz cli cmp aad adc aaa daa iret cli scasb add mov mov call mov mov setb seto sub setz setp sets ext xdu cfadd ofadd add cfadd ofadd or or add setz setp sets ext ext ext mov mov ldx cfadd ofadd add setz setp sets mov
4237376,"public: unsigned int std::vector<char,class std::allocator<char>>::size(void)const",sub_40A840,mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov mov sub ldx mov mov nop nop mov mov call mov mov ldx mov mov mov ldx setb seto sub setz setp sets mov nop pop mov icall push mov push push mov mov call mov mov call mov sub mov pop mov pop retn,mov jz cli xchg jle dec popf enter pop xchg retf
4237840,sub_40AA10,sub_40AA10,jcnd jcnd jcnd mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov mov add ldx mov setb seto sub setz setp sets mov mov mov mov sub ldx mov mov mov add ldx mov setb seto sub setz setp sets mov mov mov mov sub ldx mov mov mov add ldx mov nop push mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov nop nop mov mov,jz cli cmp popf cmp retn les mov imul js cmp add cmpsb out loop sbb mov outsd loop lds imul jnb les mov add cmpsb jmp
4238512,sub_40ACB0,sub_40ACB0,mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov mov cfadd ofadd add,jcnd goto mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall mov mov nop pop ldx add add icall jz cli xchg das rol retf mov retf
4238608,sub_40AD10,sub_40AD10,mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call nop pop mov icall push mov push mov mov call mov pop retn,jcnd goto goto mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall jz cli xchg das rol insb retf
4238640,sub_40AD30,sub_40AD30,mov mov mov mov und und mov mov mov sub stx mov mov add ldx mov nop push mov sub mov nop push mov mov sub ldx mov mov nop nop mov mov call mov mov sub ldx mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov add icall push mov sub mov mov push lea push mov call mov push mov,jcnd jcnd jcnd jcnd goto goto goto goto goto mov mov call mov mov setb seto sub setz setp sets nop pop call mov mov setb seto sub setz setp sets ext mov and setnz mov and setnz mov and setnz mov and setnz mov mov ldx ext stx mov mov mov mov mov xdu add setb seto sub setz setp sets xdu nop push mov mov lnot mov mov sub ldx mov add ldx mov mov lnot mov setb
4240096,sub_40B2E0,sub_40B2E0,jcnd jcnd mov mov mov mov und und mov mov mov sub stx mov mov add ldx mov setb seto sub setz setp sets mov mov xor mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx setb seto sub setz setp sets mov mov xor mov nop push mov nop nop mov mov call mov mov sub ldx mov mov nop nop mov mov call mov mov mov sub stx mov mov sub ldx,jcnd goto mov mov call mov mov setb seto sub setz setp sets nop pop call mov xor mov mov setz setp sets ext mov mov ldx setb seto sub setz setp sets mov add nop pop ofadd add setz setp sets nop pop mov add icall ext nop pop mov add ijmp jz cli cmp popf xor into scasb pop inc retn test mov aam xor fcom popf pop and mov retn aas retn
4240544,?IsDefault@wxTextAttr@@QBE_NXZ_0_0,sub_40B4A0,jcnd goto mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov and mov mov setz setp sets mov mov lnot mov mov mov mov sub stx mov mov mov mov mov mov sub stx mov mov sub ldx mov nop pop mov icall push mov sub mov mov call test jnz mov jmp mov mov mov pop retn,jz cli cmp sar mov cdq mov test into mov in sbb push shr push mov cli scasb add enter pop sbb sti call cmp mov xor scasb fcmovb lds scasd stosb xor sbb lahf pop jnp xchg jnp les pop movsb inc mov rcr inc cmp mov fcmovb jz push mov cli scasb add in sti call cmp cmp popf cmp retn mov stosd test vpsubq add xchg das rol mov push jnp fucomip dec mov push adc leave
4240592,sub_40B4D0,sub_40B4D0,mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov nop pop mov icall push mov push mov mov call mov mov pop retn,jcnd goto goto mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall jz cli xchg das rol insb retf
4241968,public: virtual void near * wxBoxSizer::`scalar deleting destructor'(unsigned int),sub_40BA30,jcnd mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop pop mov add icall push mov push mov mov call mov and jz push mov push call add,jcnd goto goto mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall jz cli xchg das rol insb retf
4242016,??_GwxActivateEvent@@UAEPAXI@Z_0,sub_40BA60,jcnd mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop pop mov add icall push mov push mov mov call mov and jz push mov push call add,jcnd goto mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall nop pop ldx add icall jz cli xchg das rol insb retf sbb enter push push scasd xchg inc arpl add xchg cmpsb scasd push cli mov push shr push mov mov add jz cli push jnb ja add cmpsb retf ja retn
4246128,??0wxANIHandler@@QAE@$$QAV0@@Z_0_4,sub_40CA70,mov mov mov mov sub stx mov mov add ldx mov nop push mov mov sub ldx mov mov nop nop mov mov call mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov nop pop mov add icall push mov push mov mov push mov call mov mov mov mov pop retn,cmp scasd call sti jz cli xchg das rol mov push jnp fild or add int sbb cmp scasb xchg mov in sti call enter pop sbb sti call cmp xchg das rol insb retf
4252704,sub_40E420,sub_40E420,mov mov mov add ldx mov nop push mov mov add ldx mov nop push mov mov add ldx mov nop push mov mov add ldx mov mov nop nop mov mov call mov mov add ldx mov nop pop mov icall push mov mov push mov push mov push mov call mov pop retn,jcnd jcnd jcnd goto jcnd goto jcnd goto jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd goto goto goto goto goto goto goto goto goto mov mov mov mov mov nop push mov mov add ldx cfshr shr und setz setp sets stx mov mov setb seto sub setz setp sets mov mov mov stx call call mov nop nop mov nop nop mov mov icall mov mov setb seto sub setz setp
4252736,sub_40E440,sub_40E440,jcnd goto mov mov mov mov und und mov mov und und und mov mov mov sub stx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov mov sub stx mov mov mov mov sub stx mov mov sub ldx mov setb seto sub setz setp sets mov mov mov setb seto sub setz setp sets mov mov mov add ldx mov mov mov mov stx mov mov add ldx,jcnd goto jcnd goto goto mov mov call mov mov mov mov add ldx mov setb seto sub setz setp sets stx mov mov ldx setb seto sub setz setp sets mov add ext mov mov add ldx mov add ldx call nop pop ldx add add icall mov mov ldx ext mov mov add ldx mov add ldx nop push xor mov mov setz setp sets mov mov lnot jz cli mov sub scasb fcmovb lds cli retf xlat
4252976,sub_40E530,sub_40E530,mov mov mov mov sub stx mov mov add ldx mov nop push mov mov add ldx mov nop push mov mov add ldx mov nop push mov mov sub ldx mov mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov add icall push mov push mov mov push mov push mov push mov mov push call add mov pop retn,jcnd goto goto mov mov jz
4253024,sub_40E560,sub_40E560,mov mov mov add ldx mov nop push mov nop push mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall push mov mov push push mov push call add pop retn,imul jmp insb jmp sahf out dec mov xchg push jnp retn push loope scasd into mov aaa jecxz jz cdq jnp fxch4 adc aaa daa jmp pop or scasb fcmovb js xchg push shr mov in sti call cmp push jnb ja cdq mov mov das aas jl mov mov hlt cli scasb add cli xchg das rol fistp jnp jp jz test faddp jge mov stosd test vpsubq jz cli push jnb ja movsd mov mov das aas
4253104,sub_40E5B0,sub_40E5B0,mov mov mov mov und und mov mov und und und mov mov mov mov sub stx mov sub mov mov nop nop mov mov call mov mov mov mov sub stx mov mov add ldx mov mov nop nop mov mov call mov mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call,jcnd jcnd goto goto goto mov mov call mov mov mov mov setb seto sub setz setp sets mov mov ldx add ldx add ldx add ldx add ldx add ldx add ldx add mov mov ldx setb seto sub setz setp sets mov add mov mov mov mov ldx setb seto sub setz setp sets mov add ext mov mov add ldx mov add ldx call mov seto sub setz setp sets xdu nop push xdu nop push xdu
4253376,sub_40E6C0,sub_40E6C0,mov mov add mov mov mov mov sub stx mov mov sub ldx mov nop push mov mov add ldx mov nop push mov mov add ldx mov nop push mov nop push mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall push mov push lea mov mov push mov push mov push push mov push call add mov pop retn,jz cli xchg daa cmp retf ja insb mov enter sub
4253424,??$?HDU?$char_traits@D@std@@V?$allocator@D@1@@std@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@$$QAV10@PBD@Z_0,sub_40E6F0,mov mov mov mov mov sub stx mov mov add ldx mov nop push mov mov add ldx mov mov nop nop mov mov call nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop push mov mov add ldx mov mov nop nop mov mov call mov mov sub ldx mov mov or mov mov setz setp sets mov mov mov sub stx mov mov add ldx mov nop pop mov icall,jcnd jcnd goto goto goto call call mov mov call mov mov mov ext cfshl mov mov und xds mov mov ldx setb seto sub setz setp sets mov add ext nop push mov mov lnot mov mov ldx cfadd ofadd add setz setp sets mov in sti jz cli xchg daa rol cdq scasd into push jnb add
4288800,public: virtual void near * wxBitmapDataObject2::`scalar deleting destructor'(unsigned int),sub_417120,jcnd mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop pop mov add icall push mov push mov mov call mov and jz push mov push call add,jcnd goto jcnd mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall mov mov seto sub setz setp sets mov mov mov ofadd add setz setp sets mov mov add ldx mov mov add setb seto sub setz setp sets stx mov mov or lnot nop pop mov icall jz cli xchg das rol insb retf mov dec xchg inc sbb ja retn
4289136,??_GwxBitmapDataObject2@@UAEPAXI@Z_0,sub_417270,jcnd mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop pop mov add icall push mov push mov mov call mov and jz push mov push call add,jcnd goto goto mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall jz cli xchg das rol insb retf
4289184,sub_4172A0,sub_4172A0,mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call nop pop mov icall push mov push mov mov call mov pop retn,jcnd jcnd mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add ijmp nop pop mov mov sub stx mov mov sub ldx xdu cfadd ofadd add cfadd ofadd or or add setz setp sets stx mov call mov mov sub ldx mov add ldx mov mov lnot mov nop push call mov mov ldx setb seto sub setz setp sets mov add mov mov ldx cfadd ofadd add setz setp sets mov
4289264,sub_4172F0,sub_4172F0,mov mov mov mov sub stx mov mov nop pop mov icall push mov push mov mov mov pop retn,jcnd goto mov mov call mov mov ldx mov ext mov mov sub ldx cfshr mov mov und stx mov mov setb seto sub setz setp sets mov mov sub ldx mov add ldx call jz cli xchg das ror cmp les hlt
4289344,??_GwxAcceleratorTable@@UAEPAXI@Z_3,sub_417340,jcnd mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop pop mov add icall push mov push mov mov call mov and jz push mov push call add,jz cli xchg das rol insb retf mov enter cdq mov rol adc into lds jno push cli scasb add
4289440,sub_4173A0,sub_4173A0,mov mov mov mov sub stx mov mov nop pop mov icall push mov push mov mov mov pop retn,jcnd goto goto mov mov call mov mov ldx mov ext mov mov sub ldx cfshr mov mov und stx mov mov setb seto sub setz setp sets jz cli xchg das ror cmp
4289552,??_GwxAcceleratorTable@@UAEPAXI@Z_4,sub_417410,jcnd mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop pop mov add icall push mov push mov mov call mov and jz push mov push call add,jcnd goto goto jcnd mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall mov mov ldx mov mov ldx setb seto sub setz setp sets mov add add mov mov ldx setb seto sub setz setp sets mov add nop push call mov mov xdu nop push mov mov ldx mov cfshr shr und setz setp sets stx xdu nop push mov mov mov mov mov ldx cfadd ofadd add setz
4290528,??_GwxBitmapDataObject2@@UAEPAXI@Z_1,sub_4177E0,jcnd mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop pop mov add icall push mov push mov mov call mov and jz push mov push call add,jz cli xchg das rol insb retf int enter xchg adc scasb add in sti call cmp xchg das rol mov push jnp fild cdq scasd into push jnp add icebp pop sbb cmp scasb xchg mov in sti call cmp xchg das rol mov push jnp fild cdq scasd into push jnp add xchg sahf pop mov daa rol les add in sti call cmp xchg das rol mov push jnp fxch7 cdq mov push jnp add lea aas
4290576,sub_417810,sub_417810,mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call nop pop mov icall push mov push mov mov call mov pop retn,jcnd goto goto mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall jz cli xchg das rol insb retf
4292784,sub_4180B0,sub_4180B0,jcnd jcnd goto goto mov nop push mov mov add ldx mov setb seto sub setz setp sets mov mov mov mov add ldx mov nop push mov nop nop mov mov ldx icall mov and mov mov setz setp sets mov mov mov mov mov mov sub stx mov mov mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov mov setz setp sets mov nop pop mov icall push mov push cmp jz,jcnd jcnd jcnd jcnd jcnd jcnd jcnd goto goto goto mov mov ldx xor mov mov setz setp sets mov xor mov mov setz setp sets xdu cfadd ofadd add cfadd ofadd or or add setz setp sets mov mov ldx setb seto sub setz setp sets mov add mov mov ldx ext stx mov mov mov mul add mov sub ldx mov cfshr sar und setz setp sets stx mov mov ldx mov mov stx mov add add xdu
