address,name_legit,name_patched,mnemonic_preview_legit,mnemonic_preview_patched
4298336,sub_419660,sub_419660,jcnd push mov sub mov mov add or xadd dec mov jnz mov mov mov mov mov call mov call mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov or mov mov setz setp sets mov mov ldx mov setz setp sets seto sub setz setp sets mov mov mov sub stx mov mov lnot mov mov sub ldx mov,jz cli cmp popf cmp retn retf cmc scasb add
4298400,sub_4196A0,sub_4196A0,jcnd goto push mov sub mov mov mov mov mov cmp jz push mov mov mov mov mov call mov call mov jmp mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov sub ldx mov mov mov mov sub stx mov mov sub ldx mov mov mov mov sub stx mov mov sub ldx mov setb seto sub setz setp sets mov mov mov nop push mov mov sub ldx mov mov,jcnd goto jz cli cmp aad adc aaa daa xlat retn mov stosd test call cmp xchg das rol retf mov mov call mov mov setb seto sub setz setp sets ext mov mov ldx xdu cfadd ofadd add cfadd ofadd or or add setz setp sets ext ext mov mov ldx ext nop pop mov add icall mov mov mov mov stx mov add mov mov and mov mov setz setp sets mov nop nop mov nop nop mov
4298528,??_GwxAcceleratorTable@@UAEPAXI@Z_5,sub_419720,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jz cli xchg das rol insb retf scasd push cli mov push shr push mov mov add mov sbb popa scasd jb scasb mov xor sbb lahf pop jnp xchg jnp les mov mov jnp fcmovb lds fcmovnbe stosd jo jl cmp mov xchg enter push idiv mov xchg mov in out mov jle jecxz jb cmp xchg into mov fiadd sbb push aad jle call xchg jg leave cdq sti call sti call cmp xchg das rol retf rcl
4298960,public: virtual void near * wxBookCtrlEvent::`scalar deleting destructor'(unsigned int),sub_4198D0,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jcnd goto jz cli xchg das rol insb retf mov aas retn mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall ext nop pop mov add icall
4300464,sub_419EB0,sub_419EB0,push mov push push mov push sub mov xor push lea mov mov push lea call mov mov mov mov mov call mov mov mov mov mov mov call mov call mov lea call mov mov pop mov pop retn mov mov mov mov und und mov mov und und und mov mov add ldx mov nop push mov sub mov mov nop nop mov mov call mov mov mov sub stx mov mov sub ldx mov mov mov mov,jcnd goto jz cli mov sbb scasb fcmovb lds cli retf mov push aad lds aaa xlat retn mov mov call mov mov mov mov add ldx mov mov add setb seto sub setz setp sets stx mov mov ldx setb seto sub setz setp sets mov add ext mov mov add ldx mov add ldx call nop pop ldx add add icall mov mov xdu nop push ext mov mov add ldx mov add ldx ext mov mov ldx
4301888,sub_41A440,sub_41A440,push mov push mov mov push mov call mov mov pop retn mov mov mov mov sub stx mov mov add ldx mov nop push mov mov sub ldx mov mov nop nop mov mov call mov mov sub ldx mov nop pop mov add icall,jcnd jcnd goto jnz jcnd goto jcnd jcnd jcnd goto out out cmp faddp loopne icebp sal jz cli xchg das rol mov push jnp fstp9 sub sal xchg inc sbb fld scasd into mov jno cmp jnp jp insb sbb lahf inc fmul call mov call mov mov add ldx setb seto sub setz setp sets ext mov mov sub mov mov mov setnz ext mov mov add ldx cfshl shl und setz setp sets stx mov mov call
4306816,public: virtual void near * wxD2DContext::`vector deleting destructor'(unsigned int),sub_41B780,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jcnd goto jcnd goto jz cli xchg das rol insb retf cli scasb add jz cli xchg das rol insb retf mov cli scasb add in sti call cmp xchg das rol insb retf mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall mov mov ldx cfadd ofadd add setz setp sets mov mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall
4307632,sub_41BAB0,sub_41BAB0,push mov push mov mov mov pop retn mov mov mov mov sub stx mov mov nop pop mov icall,jcnd goto goto jcnd jcnd jcnd jcnd jcnd jcnd goto goto jz cli xchg das ror cmp xchg and xchg mov sbb into stosb jmp aad call les jnp adc rcr cmp sub or add mov les jnp jno push cli scasb add in sti call cmp mov adc scasb fcmovb lds bound jge sbb imul mov dec fcmovb retn mov mov call mov mov ldx mov ext mov mov sub ldx cfshr mov mov und stx mov mov setb
4308064,sub_41BC60,sub_41BC60,push mov push mov mov mov mov mov mov mov pop retn mov mov mov mov sub stx mov mov add ldx mov mov mov sub ldx mov mov mov add ldx mov mov mov mov stx mov mov nop pop mov add icall,jcnd jcnd jcnd goto jcnd goto jcnd jcnd jcnd jcnd goto jcnd goto aas fst mov xlat dec call fcmovb retn cmp aaa das rol insb retf push jnp les cmp cmp jecxz mov fcmovb js cmc bts mov mov add in sti call cmp xchg das shl cmp retn jz cli xchg das rol mov jp xor sahf mov pop jbe mov scasb add mov adc scasb out push cli scasb add in sti call cmp aaa sbb cmp
4309696,sub_41C2C0,sub_41C2C0,jcnd jcnd goto push mov sub mov push call mov cmp jz mov and jz mov jmp mov mov mov pop retn mov mov mov mov und und mov mov mov sub stx mov nop push mov nop nop mov mov ldx icall mov mov mov sub stx mov mov sub ldx mov setb seto sub setz setp sets mov mov mov mov sub ldx mov mov and mov mov setz setp sets mov mov mov mov mov mov sub,cdq stosb pop xchg mov push aam cmp scasd jz cli cmp aad jl enter pop mov daa ror retf cli scasb add
4309760,sub_41C300,sub_41C300,push mov sub mov xor mov mov push push lea push call add push push lea push call add push lea push mov mov push call lea push call lea push push lea push call push lea push mov mov push call push lea push lea push call push lea push call add lea push call mov call mov xor call mov pop retn mov mov mov mov und und mov mov und und und mov mov mov sub stx,jcnd goto jz cli aaa sbb retf movs scasd push cli mov scasd pop dec retn mov mov call ext mov add setb seto sub setz setp sets nop pop ldx add icall mov mov ldx mov mov stx mov add add mov mov ldx setb seto sub setz setp sets mov add nop push call mov mov mov mov ldx setb seto sub setz setp sets mov add nop pop seto sub setz setp sets nop pop mov add
4310000,??_GwxBitmapDataObject@@UAEPAXI@Z_1,sub_41C3F0,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,rcl sar outsd scasd pop push sbb enter inc cmpsb jz mov add call loope mov mov in cdq cmp dec mov jmp jz cli xchg das rol insb retf fiadd add xchg das rcr add rcr lea sar cdq mov xchg scasb jno shl jb mov fcmovb retn
4311920,sub_41CB70,sub_41CB70,push mov push mov mov add call mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov nop nop mov mov call nop pop mov icall,jcnd goto goto jz cli xchg das rol insb retf les xor mov in mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall mov mov sub ldx mov add ldx mov xor mov mov setz setp sets mov mov mov xdu call
4314672,std::stack_std::pair_MenuPage___int__std::deque_std::pair_MenuPage___int__std::allocator_std::pair_MenuPage___int____::push(std::pair_MenuPage___int__&&)_42ec50_0,sub_41D630,push mov push mov mov push call add push mov call mov pop retn mov mov mov mov sub stx mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop push mov mov sub ldx mov mov nop nop mov mov call nop pop mov add icall,jcnd jcnd goto goto jcnd jcnd jcnd goto goto goto goto push fbstp leave cmps fimul shl cmp xor mov daa ror hnt jbe xchg mov push mov mov mov test lds pop jnp jno retn xchg push shr cmp mov jz cli xchg das rol mov push xchg lds rol and pop jbe movsd scasd call sti call nop push mov mov sub call und mov nop pop mov mov ldx mov mov ldx setb seto sub setz setp sets
4318592,sub_41E580,sub_41E580,jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd goto goto push mov sub mov mov mov mov mov cmp jl jg cmp jbe mov call mov mov cmp jl jg cmp jbe mov cmp jg jl mov cmp jnb mov mov mov mov mov push mov push mov call push call add push push mov push mov push call add mov mov sub mov sbb mov mov mov push mov call jmp mov push call add movzx,jcnd goto goto jz cli cmp sar sal daa jmp mov in dec rcr adc enter dec jnb retn xor scas pop pop inc mov xchg retn mov mov call mov mov setb seto sub setz setp sets mov add mov ldx mov cfshr sar und setz setp sets stx mov mov ldx cfshl shl und setz setp sets stx ext mov mov nop pop ofadd add setz setp sets mov mov mov stx mov mov mov nop pop mov
4319344,sub_41E870,sub_41E870,push mov push mov call mov pop retn mov mov mov mov sub stx mov nop nop mov mov call nop pop mov icall,jcnd jcnd goto goto goto adc cmp cmp jz cli xchg das rcr test into mov pop jbe mov mov ldx xdu cfadd ofadd add cfadd ofadd or or add setz setp sets mov mov setb seto sub setz setp sets mov mov sub ldx mov setb seto sub setz setp sets mov mov call mov mov ldx mov ext ext mov and mov mov setz setp sets ext mov mov ldx add mov mov or call
4319776,public: virtual void near * wxPrintPreview::`scalar deleting destructor'(unsigned int),sub_41EA20,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jcnd goto jz cli xchg das rol insb retf enter push push scasd xchg cmp mov mov das sar push mov hnt jbe push adc leave cdq sti call sti cli scasb add mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall mov mov ldx cfadd ofadd add setz setp sets mov call
4319840,public: virtual void near * wxColourDialogEvent::`scalar deleting destructor'(unsigned int),sub_41EA60,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jcnd goto jz cli xchg das rol insb retf test call cwde call add xchg das rol insb retf mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall mov and mov mov setz setp sets mov nop nop mov nop nop mov mov icall xds mov nop nop mov nop nop mov mov icall mov add mov sub ldx cfadd ofadd add setz setp sets stx mov mov ldx mov ext
4319984,std::basic_filebuf_char_std::char_traits_char__::_scalar_deleting_destructor_(uint)_42e170,sub_41EAF0,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jcnd goto jcnd goto jz cli xchg das rol insb retf mov xchg lds imul xchg mov rcr setalc push jnb dec frstor out add sti call mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall mov mov mov mov mov mov mov sub ldx mov add ldx mov mov xds xds mul mov setnz setnz und und und mov mov ldx mov mov mov stx mov mov mov mul add
4320192,??_GwxSizer@@UAEPAXI@Z_0,sub_41EBC0,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jcnd goto jz cli xchg das rol insb retf mul retf mov in call cmp mov out push cli scasb add in sti call cmp cmp popf xor into scasb xchg inc retn mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall mov xdu call mov nop nop mov nop nop mov mov icall mov mov setb seto sub setz setp sets mov mov call mov nop push call mov mov
4320624,sub_41ED70,sub_41ED70,jcnd goto push mov push mov mov mov movzx test jz mov add push mov push mov add call jmp mov mov mov add call mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov add stx mov mov add ldx xdu mov and mov mov setz setp sets mov mov mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov mov add ldx mov nop,jz cli xchg das rol retf fisttp mov push adc cmp cli scasb add jz cli xchg das rol retf fld scasd into mov arpl cmp insb sub scasd adc retf
4329504,public: virtual void near * wxGridCellNumberEditor::`scalar deleting destructor'(unsigned int),sub_421020,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jz cli xchg das rol insb retf enter push push scasd xchg inc arpl add insd cmpsd scasd push cli mov push shr push mov mov add
4329552,??_GwxAcceleratorTable@@UAEPAXI@Z_7,sub_421050,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jcnd goto goto jz cli xchg das rol insb retf mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall
4348960,??_GwxGDIImageRefData@@UAEPAXI@Z_1,sub_425C20,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jz cli xchg das rol insb retf enter push push scasd xchg cmp mov mov das sar fidivr jbe push adc leave cdq sti call sti call cmp mov xor scasb fcmovb lds scasd stosb xor sbb lahf pop jnp xchg jnp cmp inc in popa cmp push push jmp
4349152,sub_425CE0,sub_425CE0,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,jcnd goto goto jz cli xchg das rol retf aas mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext
4349184,sub_425D00,sub_425D00,push mov push mov mov mov pop retn mov mov mov mov sub stx mov mov nop pop mov icall,jcnd goto jcnd jz cli xchg das ror cmp jnz cdq scasd pop sbb sti call cmp cmp shl test mov les mov sub sbb cmp xchg das rol insb retf mov mov call mov mov ldx mov ext mov mov sub ldx cfshr mov mov und stx mov mov setb seto sub setz setp sets mov mov lnot xds mov mov ldx setb seto sub setz setp sets mov add nop pop mov mov sub ldx xdu add setb
4349344,sub_425DA0,sub_425DA0,push mov push mov mov add call mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov nop nop mov mov call nop pop mov icall,jcnd goto jz cli xchg das rol insb retf lodsb lds or or into push xor retn mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall mov mov ldx mov mov add mov mov add ldx mov add ldx or mov mov setz setp sets mov or mov mov setz setp sets ext nop nop xor mov mov setz setp sets nop mov mov add ijmp
4349472,sub_425E20,sub_425E20,push mov push mov mov call mov call mov call mov pop retn mov mov mov mov sub stx mov mov add ldx mov mov nop nop mov mov call mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov nop nop mov mov call nop pop mov add icall,jcnd goto goto jz cli xchg das rol insb mov pop mov mov mov mov mov scasb xchg mov in sti call mov mov call mov mov ldx mov ext cfshl mov mov und ext mov mov ldx add mov mov mov mov mov mov mov mov mov mov mov mov ldx setb seto sub setz setp sets mov add mov mov mov mov mov call call mov nop nop mov nop nop mov mov icall
4349664,sub_425EE0,sub_425EE0,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,jcnd goto goto jz cli xchg das rol retf pop mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ldx add
4349696,sub_425F00,sub_425F00,push mov push mov mov mov pop retn mov mov mov mov sub stx mov mov nop pop mov icall,jcnd goto goto jz cli xchg das ror cmp mov cdq scasd pop sbb sti call cmp cmp shl test mov les mov fxch4 cdq scasd pop sbb cmp xchg das ror cmp cmp cmp popf cmp into sahf nop aas fnstsw jmp mov mov call mov mov ldx mov ext mov mov sub ldx cfshr mov mov und stx mov mov setb seto sub setz setp sets mov mov xds mov mov ldx setb seto sub setz setp sets
4349888,?_Copy@?$_Func_impl@V_lambda_57f1de56b929437c0a1ff5fbac1e1de9_@@V?$allocator@H@std@@X$$V@std@@EBEPAV?$_Func_base@X$$V@2@PAX@Z_1,sub_425FC0,push mov sub mov movzx push mov push mov call mov pop retn mov mov mov mov und und mov mov mov sub stx mov mov sub ldx xdu nop push mov mov add ldx mov nop push mov mov sub ldx mov mov nop nop mov mov call nop pop mov add icall,jcnd goto goto jz cli cmp shl test mov les mov lodsd retf mov mov call mov mov setb seto sub setz setp sets mov cfshl shl und setz setp sets mov mov and mov mov setz setp sets mov mov mov mov sub ldx mov add ldx mov mov mov stx mov mov ldx mov mov add nop pop ldx add add icall
4349920,sub_425FE0,sub_425FE0,jcnd push mov push push mov push push mov xor push lea mov mov push mov call movzx test jz push mov push call add mov mov pop mov pop retn mov mov mov und und und mov mov mov sub stx mov nop push mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx xdu mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push,jcnd jcnd jcnd jcnd jcnd goto goto goto goto goto jz cli mov xor scasb fcmovb lds scasd stosb xor sbb lahf pop jnp xchg jnp popa lds jle fsubp mov xor pop xchg mov into sar aad push shr cmp mov in sti call mov mov call mov mov mov mov add ldx mov xor mov mov setz setp sets stx mov mov ldx setb seto sub setz setp sets mov add lnot mov.fpu mov mov sub ldx mov
4352208,sub_4268D0,sub_4268D0,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,jcnd goto goto jz cli xchg das rol retf aaa daa iret mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext
4352320,sub_426940,sub_426940,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,jcnd goto goto jz cli xchg das rol retf aaa daa iret mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext
4352816,sub_426B30,sub_426B30,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,jcnd goto goto jz cli xchg das rol retf aaa daa iret mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext
4355984,sub_427790,sub_427790,jcnd push mov push push mov push push mov xor push lea mov mov movzx test jz push mov push call add mov mov pop mov pop retn mov mov mov und und und mov mov mov sub stx mov mov add ldx xdu mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub,jcnd jcnd jcnd jcnd jcnd goto jcnd goto jcnd goto jcnd goto goto jcnd jcnd jcnd goto jcnd goto goto goto loop frstor cmpsb retf pop jmp add jz cli loop sar into sahf add call std cli arpl mov push jnb ja lds xor jle xchg mov mov add xchg das rol mov push jnp fistp scasd into push adc cmp cli scasb add jz cli mov xor scasb fcmovb lds scasd stosb xor sbb lahf pop jnp xchg
4356064,sub_4277E0,sub_4277E0,push mov push mov mov mov pop retn mov mov mov mov sub stx mov mov nop pop mov icall,jcnd goto goto jz cli xchg das ror cmp mov cdq scasd pop sbb sti call cmp cmp shl test mov les mov int cdq scasd pop sbb cmp cmp popf cmp into sahf nop inc mov mov call mov mov ldx mov ext mov mov sub ldx cfshr mov mov und stx mov mov setb seto sub setz setp sets mov mov xds mov mov ldx setb seto sub setz setp sets mov add nop pop mov mov sub
4356224,sub_427880,sub_427880,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,jcnd goto goto jz cli xchg das rol retf aaa daa iret mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext
4357248,std::bad_array_new_length::_scalar_deleting_destructor_(uint)_3,sub_427C80,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jcnd goto goto jz cli xchg das rol insb retf mov mov call mov mov ldx mov ext cfshl mov mov und ext nop pop ldx add icall
4357296,??_G?$wxEventFunctorMethod@V?$wxEventTypeTag@VwxChildFocusEvent@@@@V?$wxNavigationEnabled@VwxControl@@@@VwxChildFocusEvent@@V2@@@UAEPAXI@Z_1,sub_427CB0,jcnd push mov push mov mov call mov and jz push mov push call add mov mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov add ldx mov mov and mov mov setz setp sets mov mov mov nop push mov mov sub ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov sub ldx mov nop,jz cli xchg das rol insb retf mov enter push push scasd xchg inc arpl add mov push shr push mov mov add jz cli xchg das rol insb retf enter cdq mov retn
4358096,sub_427FD0,sub_427FD0,push mov push mov mov mov pop retn mov mov mov mov sub stx mov mov nop pop mov icall,jcnd goto jz cli xchg das ror cmp in cdq scasd pop sbb sti call cmp cmp shl test mov les mov int cdq scasd pop sbb cmp cmp popf cmp into sahf nop aas fnstsw cmpsb aas les xchg retf mov mov call mov mov ldx mov ext mov mov sub ldx cfshr mov mov und stx mov mov setb seto sub setz setp sets mov xdu call xds mov mov ldx setb seto sub setz setp sets mov
4358288,sub_428090,sub_428090,push mov push mov mov add push call add mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall,jcnd goto goto jz cli xchg das rol retf aaa daa iret mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall ext
4359008,sub_428360,sub_428360,push mov push mov mov add push call mov add call mov add call mov add call mov call mov pop retn mov mov mov mov sub stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov nop push mov nop nop mov mov ldx icall mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov nop nop mov mov call mov mov sub ldx mov mov cfadd ofadd add setz setp,jcnd goto jz cli xchg das rol retf cdq scasd pop xchg retf out push cli scasb add in sti call cmp xchg das rol insb retf mov mov call mov mov ldx mov ext cfshl mov mov und nop pop ldx add icall call mov nop push call mov mov ldx setb seto sub setz setp sets mov add mov mov ldx cfadd ofadd add setz setp sets mov call call mov nop nop mov nop nop mov mov
4359232,?clear@?$deque@PBVShader@@V?$allocator@PBVShader@@@std@@@std@@QAEXXZ_10,sub_428440,push mov push push mov push push mov xor push lea mov mov mov call mov mov pop mov pop retn mov mov mov und und und mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov sub ldx mov nop pop nop pop mov icall mov lea mov xor call mov jmp,jcnd jcnd jcnd goto jcnd goto goto add cmp sar adc shr jno int push mov cli scasb add jz cli mov xor scasb fcmovb lds scasd stosb xor sbb lahf pop jnp xchg jnp les pop push mov aad push shr cmp mov mov add mov sub ldx cfadd ofadd add setz setp sets stx mov mov setb seto sub setz setp sets mov mov ldx mov cfshr sar und setz setp sets stx mov mov sub ldx xdu
4359296,sub_428480,sub_428480,jcnd jcnd push mov push push mov push sub mov xor push lea mov mov mov push call add cmp jz mov test jz mov call mov call push mov call xor mov movzx push mov push call add push mov call mov mov mov pop mov pop retn mov mov mov mov und und mov mov und und und mov mov mov sub stx mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd,jcnd goto goto jz cli mov mov mov call mov mov
4359440,?clear@?$deque@PBVShader@@V?$allocator@PBVShader@@@std@@@std@@QAEXXZ_11,sub_428510,push mov push push mov push push mov xor push lea mov mov mov call mov mov pop mov pop retn mov mov mov und und und mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov sub ldx mov nop pop nop pop mov icall mov lea mov xor call mov jmp,jcnd jcnd jcnd goto jcnd jcnd jcnd jcnd goto goto goto goto goto adc scasb fcmovb lds cli into dec xchg inc sbb fld scasd into mov arpl xchg insd mov call pop push fimul push mov xchg sbb sub xchg mov aad pushf mov push jnp fild int in and jle stosb add xchg retf mov add cdq scasd pop jnp jno fld jz cli mov xor scasb fcmovb lds scasd stosb xor sbb lahf pop jnp xchg jnp
4359712,?clear@?$deque@PBVShader@@V?$allocator@PBVShader@@@std@@@std@@QAEXXZ_12,sub_428620,push mov push push mov push push mov xor push lea mov mov mov call mov mov pop mov pop retn mov mov mov und und und mov mov mov sub stx mov mov sub ldx mov mov nop nop mov mov call mov mov sub ldx mov nop pop nop pop mov icall mov lea mov xor call mov jmp,jcnd jcnd jcnd jcnd goto goto goto goto goto sbb fbld add das iret jz cli mov xor scasb fcmovb lds scasd stosb xor sbb lahf pop jnp xchg jnp les pop in scasb fcmovb js xchg push shr cmp mov mov mov add ldx mov mov add setb seto sub setz setp sets stx mov mov ldx ext mov cfadd ofadd add setz setp sets mov ext ext mov mov call mov mov mov mov add ldx mov xor
4375888,public: virtual void near * CToolFrameworkServer::`scalar deleting destructor'(unsigned int),sub_42C550,jcnd push mov push mov call test jz push push call add mov pop pop retn mov mov mov nop nop mov mov call mov mov add ldx mov and mov mov setz setp sets mov mov mov nop push nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov nop pop mov add icall,jcnd goto goto jz cli mov pushf mov sal pop scasb cdq inc mov cdq xor into cmp mov adc scasb add in sti call mov mov call mov mov ldx mov mov nop nop mov mov mov mov sub ldx mov cfshl shl und setz setp sets stx nop mov mov mov ldx setb seto sub setz setp sets mov add xds ofadd add setz setp sets mov mov ldx mov xds mov xor mov mov setz setp sets
4376432,sub_42C770,sub_42C770,mov mov jmp mov mov mov mov stx mov mov mov mov add stx mov mov call,cmpsd jge jb push mov cli scasb add int cdq xor into cmp mov adc scasb add in sti loop into jnz fiadd or aas mov rcr scasb add in sti call stc daa fcmovne cdq scasd into mov cdq scasd into adc retf add enter pop mov adc push in retf
