address,name_legit,name_patched,size_legit,size_patched,nodes_legit,nodes_patched,edges_legit,edges_patched,inst_count_legit,inst_count_patched,mnemonic_sha1_legit,mnemonic_sha1_patched,disasm_sha1_legit,disasm_sha1_patched,mnemonic_preview_legit,mnemonic_preview_patched,_merge,classification,inst_delta,size_delta
4509824,"public: virtual struct Concurrency::ISchedulerProxy near * Concurrency::details::ResourceManager::RegisterScheduler(struct Concurrency::IScheduler near *,unsigned int)","public: virtual struct Concurrency::ISchedulerProxy near * Concurrency::details::ResourceManager::RegisterScheduler(struct Concurrency::IScheduler near *,unsigned int)",67,67,6,6,12,12,104,104,e10b29d67006c9f081d3ece0d04fe58511f722ea,e10b29d67006c9f081d3ece0d04fe58511f722ea,e75b9a125d7cfb9257b666f3839eeec202e7f1b2,e75b9a125d7cfb9257b666f3839eeec202e7f1b2,jcnd jcnd goto goto push mov sub cmp jz cmp jz push jmp push call leave retn push lea call push lea push call mov mov mov mov und und mov mov add ldx mov setb seto sub setz setp sets mov mov mov mov add ldx mov setb seto sub setz setp sets mov mov mov nop push mov mov mov mov add ldx nop push mov nop nop mov mov call nop pop mov add icall mov nop,jcnd jcnd goto goto push mov sub cmp jz cmp jz push jmp push call leave retn push lea call push lea push call mov mov mov mov und und mov mov add ldx mov setb seto sub setz setp sets mov mov mov mov add ldx mov setb seto sub setz setp sets mov mov mov nop push mov mov mov mov add ldx nop push mov nop nop mov mov call nop pop mov add icall mov nop,both,same,,
4510075,"private: unsigned int Concurrency::details::ResourceManager::ReleaseCoresOnExistingSchedulers(class Concurrency::details::SchedulerProxy near *,unsigned int,unsigned int)","private: unsigned int Concurrency::details::ResourceManager::ReleaseCoresOnExistingSchedulers(class Concurrency::details::SchedulerProxy near *,unsigned int,unsigned int)",85,85,7,7,20,20,184,184,54e1964c7e73cd060c60a5ce630bd22fdc1a84a4,54e1964c7e73cd060c60a5ce630bd22fdc1a84a4,e3a9c6af50b6b0f44ee2427b5b864a51068dcaed,e3a9c6af50b6b0f44ee2427b5b864a51068dcaed,jcnd jcnd jcnd jcnd push mov push push push push mov xor inc xor cmp jbe mov mov push mov push push call test jz mov inc cmp jb push test pop jz push push mov push call mov pop pop mov pop leave retn mov mov mov mov mov setz setp sets ofadd add setz setp sets mov mov mov setz setp sets mov mov add ldx setb seto sub setz setp sets mov mov or mov mov add,jcnd jcnd jcnd jcnd push mov push push push push mov xor inc xor cmp jbe mov mov push mov push push call test jz mov inc cmp jb push test pop jz push push mov push call mov pop pop mov pop leave retn mov mov mov mov mov setz setp sets ofadd add setz setp sets mov mov mov setz setp sets mov mov add ldx setb seto sub setz setp sets mov mov or mov mov add,both,same,,
4510160,"private: bool Concurrency::details::ResourceManager::ReleaseSchedulerResources(class Concurrency::details::SchedulerProxy near *,class Concurrency::details::SchedulerProxy near *,unsigned int)","private: bool Concurrency::details::ResourceManager::ReleaseSchedulerResources(class Concurrency::details::SchedulerProxy near *,class Concurrency::details::SchedulerProxy near *,unsigned int)",244,244,24,24,74,74,589,589,e684bc990c77b7cf6814931d4edd7c82d4ad2820,e684bc990c77b7cf6814931d4edd7c82d4ad2820,67f55ad97e00fc3597cec091e3bd01d47efb220b,67f55ad97e00fc3597cec091e3bd01d47efb220b,jcnd goto jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd goto goto push mov sub mov mov push push mov push cmp jnz mov mov jmp cmp jnz mov call mov sub mov sub add sub add mov xor mov sub test jz mov mov mov mov mov xor mov cmp jbe mov imul add mov sub jz xor mov cmp jbe and mov add cmp jnz cmp ja cmp jnz test jz mov inc,jcnd goto jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd goto goto push mov sub mov mov push push mov push cmp jnz mov mov jmp cmp jnz mov call mov sub mov sub add sub add mov xor mov sub test jz mov mov mov mov mov xor mov cmp jbe mov imul add mov sub jz xor mov cmp jbe and mov add cmp jnz cmp ja cmp jnz test jz mov inc,both,same,,
4510404,"public: void Concurrency::details::List<class Concurrency::details::SchedulerProxy,class Concurrency::details::CollectionTypes::Count>::Remove(class Concurrency::details::SchedulerProxy near *)","public: void Concurrency::details::List<class Concurrency::details::SchedulerProxy,class Concurrency::details::CollectionTypes::Count>::Remove(class Concurrency::details::SchedulerProxy near *)",54,54,6,6,14,14,123,123,24c315d1fbd54254bce32e5f65c92a368135bc08,24c315d1fbd54254bce32e5f65c92a368135bc08,c5ed19043ef9954391d107212f4cc8318896b854,c5ed19043ef9954391d107212f4cc8318896b854,jcnd jcnd goto push mov dec push mov mov mov mov mov mov mov mov cmp pop jnz cmp jnz xor jmp mov mov pop retn mov mov mov ldx seto sub setz setp sets stx mov mov add ldx mov mov mov add ldx mov mov mov add ldx mov mov mov mov add stx mov mov add ldx mov mov mov add ldx mov mov mov mov add stx mov mov add ldx mov mov setb seto sub,jcnd jcnd goto push mov dec push mov mov mov mov mov mov mov mov cmp pop jnz cmp jnz xor jmp mov mov pop retn mov mov mov ldx seto sub setz setp sets stx mov mov add ldx mov mov mov add ldx mov mov mov add ldx mov mov mov mov add stx mov mov add ldx mov mov mov add ldx mov mov mov mov add stx mov mov add ldx mov mov setb seto sub,both,same,,
4510854,"private: unsigned int Concurrency::details::ResourceManager::ReserveAtHigherUseCounts(class Concurrency::details::SchedulerProxy near *,unsigned int)","private: unsigned int Concurrency::details::ResourceManager::ReserveAtHigherUseCounts(class Concurrency::details::SchedulerProxy near *,unsigned int)",52,52,3,3,8,8,117,117,aeb43aeb723390a5b40bc03c30065402de023b43,aeb43aeb723390a5b40bc03c30065402de023b43,21cf6273559fd917da04c4170d77f5ed7bd79ab1,21cf6273559fd917da04c4170d77f5ed7bd79ab1,jcnd jcnd push mov push push push xor mov mov cmp jbe mov inc push sub push push call mov add cmp jb pop mov pop leave retn mov mov mov mov setz setp sets mov mov mov sub stx mov mov mov add ldx setb seto sub setz setp sets mov mov or mov mov add ldx mov ofadd add setz setp sets nop push setb seto sub setz setp sets nop push mov mov add ldx nop push,jcnd jcnd push mov push push push xor mov mov cmp jbe mov inc push sub push push call mov add cmp jb pop mov pop leave retn mov mov mov mov setz setp sets mov mov mov sub stx mov mov mov add ldx setb seto sub setz setp sets mov mov or mov mov add ldx mov ofadd add setz setp sets nop push setb seto sub setz setp sets nop push mov mov add ldx nop push,both,same,,
4510906,"private: unsigned int Concurrency::details::ResourceManager::ReserveCores(class Concurrency::details::SchedulerProxy near *,unsigned int,unsigned int)","private: unsigned int Concurrency::details::ResourceManager::ReserveCores(class Concurrency::details::SchedulerProxy near *,unsigned int,unsigned int)",475,475,53,53,158,158,1195,1195,4d89ad164b917b03195401d3783f01d41cc2e086,4d89ad164b917b03195401d3783f01d41cc2e086,9d0b2c694611f6223cf27f3b9928f4023969c53e,9d0b2c694611f6223cf27f3b9928f4023969c53e,jcnd jcnd jcnd jcnd jcnd goto jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd jcnd jcnd goto jcnd jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd jcnd jcnd push mov sub or push mov push push mov cmp mov jz push call mov mov xor mov xor mov mov mov mov mov test jz add xor cmp jbe mov xor mov cmp jnz mov cmp jnz mov mov inc mov jmp mov inc add cmp jb mov,jcnd jcnd jcnd jcnd jcnd goto jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd jcnd jcnd goto jcnd jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd jcnd jcnd push mov sub or push mov push push mov cmp mov jz push call mov mov xor mov xor mov mov mov mov mov test jz add xor cmp jbe mov xor mov cmp jnz mov cmp jnz mov mov inc mov jmp mov inc add cmp jb mov,both,same,,
4511381,private: void Concurrency::details::ResourceManager::ResetGlobalAllocationData(void),private: void Concurrency::details::ResourceManager::ResetGlobalAllocationData(void),87,87,9,9,24,24,226,226,e9e44881354e9d3c898d3d29305de96aa849311e,e9e44881354e9d3c898d3d29305de96aa849311e,4d3c1c056e4daff388c7b5c78f7c8dde3777cd3a,4d3c1c056e4daff388c7b5c78f7c8dde3777cd3a,jcnd jcnd jcnd jcnd push mov push push push mov xor mov mov cmp jbe push push mov mov add mov mov mov cmp jbe mov mov mov add add and and inc cmp jb mov xor inc add cmp jb pop pop pop leave retn mov mov mov mov mov setz setp sets mov mov mov sub stx mov mov mov add ldx setb seto sub setz setp sets mov mov or nop push nop push mov mov mov,jcnd jcnd jcnd jcnd push mov push push push mov xor mov mov cmp jbe push push mov mov add mov mov mov cmp jbe mov mov mov add add and and inc cmp jb mov xor inc add cmp jb pop pop pop leave retn mov mov mov mov mov setz setp sets mov mov mov sub stx mov mov mov add ldx setb seto sub setz setp sets mov mov or nop push nop push mov mov mov,both,same,,
4511468,private: static void Concurrency::details::ResourceManager::RetrieveSystemVersionInformation(void),private: static void Concurrency::details::ResourceManager::RetrieveSystemVersionInformation(void),237,237,20,20,56,56,318,318,57d507dea07429cc0410d50dd5f2bc8959571c6c,57d507dea07429cc0410d50dd5f2bc8959571c6c,499c393dac2dc365a5fc4c12054ae493fd948c01,499c393dac2dc365a5fc4c12054ae493fd948c01,jcnd jcnd jcnd jcnd jcnd goto goto goto jcnd jcnd jcnd goto goto jcnd jcnd goto push mov sub mov xor mov lea mov push call test jz mov sub jz sub jnz mov sub jz sub jnz mov jmp mov mov xor call leave retn mov jmp mov sub jz sub jz sub jnz mov jmp mov jmp xor inc mov cmp jl call cmp jl call jmp and lea call push lea push call mov mov mov mov,jcnd jcnd jcnd jcnd jcnd goto goto goto jcnd jcnd jcnd goto goto jcnd jcnd goto push mov sub mov xor mov lea mov push call test jz mov sub jz sub jnz mov sub jz sub jnz mov jmp mov mov xor call leave retn mov jmp mov sub jz sub jz sub jnz mov jmp mov jmp xor inc mov cmp jl call cmp jl call jmp and lea call push lea push call mov mov mov mov,both,same,,
4511706,"private: static void Concurrency::details::ResourceManager::RoundUpScaledAllocations(struct Concurrency::details::AllocationData near * near *,unsigned int,unsigned int)","private: static void Concurrency::details::ResourceManager::RoundUpScaledAllocations(struct Concurrency::details::AllocationData near * near *,unsigned int,unsigned int)",440,440,46,46,134,134,966,966,5a2cb06147039eb24384d5f354f0196bb9e467db,5a2cb06147039eb24384d5f354f0196bb9e467db,3e57e2c935f2925849c629823b44af8df6590cc8,3e57e2c935f2925849c629823b44af8df6590cc8,jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd jcnd jcnd jcnd goto goto jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd goto goto goto jcnd jcnd jcnd push mov sub fldz xor push mov fld push push mov mov mov mov test jz mov fld call mov mov mov mov fild test jns fadd fstp fld inc mov fsubr fstp cmp jb xor fld mov mov test jz lea mov mov mov cmp jnb shl mov mov fld,jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd jcnd jcnd jcnd goto goto jcnd jcnd jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd goto goto goto jcnd jcnd jcnd push mov sub fldz xor push mov fld push push mov mov mov mov test jz mov fld call mov mov mov mov fild test jns fadd fstp fld inc mov fsubr fstp cmp jb xor fld mov mov test jz lea mov mov mov cmp jnb shl mov mov fld,both,same,,
4512146,sub_44D992,sub_44D992,31,31,5,5,10,10,76,76,a8d59a0cbf64a534bbbebb2cfa341d671e42b0f2,a8d59a0cbf64a534bbbebb2cfa341d671e42b0f2,661b4a9036ca61b33b92ba74c37efa6b0bf60616,661b4a9036ca61b33b92ba74c37efa6b0bf60616,jcnd jcnd goto push lea mov test jz lea mov cmpxchg cmp jnz mov pop retn xor pop retn mov add mov mov mov ldx mov mov and mov mov setz setp sets mov mov mov add mov mov mov mov ldx mov mov setz setb seto sub setp sets mov setb seto sub setz setp sets mov mov lnot mov mov nop pop mov icall mov mov mov setz setp sets nop pop mov icall,jcnd jcnd goto push lea mov test jz lea mov cmpxchg cmp jnz mov pop retn xor pop retn mov add mov mov mov ldx mov mov and mov mov setz setp sets mov mov mov add mov mov mov mov ldx mov mov setz setb seto sub setp sets mov setb seto sub setz setp sets mov mov lnot mov mov nop pop mov icall mov mov mov setz setp sets nop pop mov icall,both,same,,
4512177,public: void Concurrency::details::ResourceManager::SendResourceNotifications(class Concurrency::details::SchedulerProxy near *),public: void Concurrency::details::ResourceManager::SendResourceNotifications(class Concurrency::details::SchedulerProxy near *),477,477,48,48,140,140,1136,1136,a510d873bc28e76d952eed616f12b19a0596983c,a510d873bc28e76d952eed616f12b19a0596983c,ef0bba0f31dc2ecf96fb76acece4766d15595fe4,ef0bba0f31dc2ecf96fb76acece4766d15595fe4,jcnd jcnd jcnd goto jcnd jcnd goto jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd jcnd jcnd jcnd goto jcnd jcnd goto jcnd jcnd jcnd goto jcnd jcnd jcnd push mov sub push push push mov xor push pop mov mov mov test jz xor mov mov mov mov and add cmp jbe and xor mov mov mov add mov and mov mov test jz mov jmp xor test jz mov mov mov add mov mov mov mov add cmp,jcnd jcnd jcnd goto jcnd jcnd goto jcnd jcnd jcnd jcnd jcnd jcnd goto jcnd jcnd jcnd jcnd goto jcnd jcnd goto jcnd jcnd jcnd goto jcnd jcnd jcnd push mov sub push push push mov xor push pop mov mov mov test jz xor mov mov mov mov and add cmp jbe and xor mov mov mov add mov and mov mov test jz mov jmp xor test jz mov mov mov add mov mov mov mov add cmp,both,same,,
4512654,"private: void Concurrency::details::ResourceManager::SetupStaticAllocationData(class Concurrency::details::SchedulerProxy near *,bool)","private: void Concurrency::details::ResourceManager::SetupStaticAllocationData(class Concurrency::details::SchedulerProxy near *,bool)",207,207,16,16,44,44,412,412,ed2a667b2e1b917e8bd3bd7e88157306577cff66,ed2a667b2e1b917e8bd3bd7e88157306577cff66,bc2bae55ca96f9198df2d211eb81f4e0e2d312f2,bc2bae55ca96f9198df2d211eb81f4e0e2d312f2,jcnd jcnd goto jcnd jcnd jcnd jcnd goto jcnd push mov push push push push push mov call mov push push lea push call add mov push push push call mov call mov fild test jns fadd mov fstp mov mov mov mov mov test jz mov jmp xor test jz mov cmp jz push lea push push call add mov push push push call mov call mov fild test jns fadd mov fstp mov mov inc mov mov cmp,jcnd jcnd goto jcnd jcnd jcnd jcnd goto jcnd push mov push push push push push mov call mov push push lea push call add mov push push push call mov call mov fild test jns fadd mov fstp mov mov mov mov mov test jz mov jmp xor test jz mov cmp jz push lea push push call add mov push push push call mov call mov fild test jns fadd mov fstp mov mov inc mov mov cmp,both,same,,
4513155,"private: void Concurrency::details::ResourceManager::ToggleRMIdleState(struct Concurrency::details::SchedulerNode near *,struct Concurrency::details::SchedulerCore near *,struct Concurrency::details::GlobalNode near *,struct Concurrency::details::GlobalCore near *,struct Concurrency::details::AllocationData near *)","private: void Concurrency::details::ResourceManager::ToggleRMIdleState(struct Concurrency::details::SchedulerNode near *,struct Concurrency::details::SchedulerCore near *,struct Concurrency::details::GlobalNode near *,struct Concurrency::details::GlobalCore near *,struct Concurrency::details::AllocationData near *)",105,105,10,10,26,26,280,280,d532fed81563bd9502544115c9501a9887b55849,d532fed81563bd9502544115c9501a9887b55849,29292fb006f68b1a860dbf0b5ed89d8e32343c21,29292fb006f68b1a860dbf0b5ed89d8e32343c21,jcnd jcnd jcnd goto jcnd push mov mov push push mov mov push mov cmp jz mov dec dec cmp jz dec dec mov cmp jnz mov and dec dec dec jmp mov inc inc cmp jz inc inc mov inc pop pop pop pop retn mov mov mov add ldx mov mov mov add ldx mov mov mov mov add ldx mov mov mov add ldx mov setb seto sub setz setp sets mov mov mov mov mov mov,jcnd jcnd jcnd goto jcnd push mov mov push push mov mov push mov cmp jz mov dec dec cmp jz dec dec mov cmp jnz mov and dec dec dec jmp mov inc inc cmp jz inc inc mov inc pop pop pop pop retn mov mov mov add ldx mov mov mov add ldx mov mov mov mov add ldx mov mov mov add ldx mov setb seto sub setz setp sets mov mov mov mov mov mov,both,same,,
4513260,public: static enum Concurrency::IResourceManager::OSVersion Concurrency::details::ResourceManager::Version(void),public: static enum Concurrency::IResourceManager::OSVersion Concurrency::details::ResourceManager::Version(void),108,108,9,9,16,16,106,106,e36466c63220cd80e76916b3bea6f1cb56b351b8,e36466c63220cd80e76916b3bea6f1cb56b351b8,1b0298eede3a3bfcf7f1e663ec21c625e123c086,1b0298eede3a3bfcf7f1e663ec21c625e123c086,jcnd jcnd push mov call mov test jnz mov mov call and mov test jnz call mov mov call retn und und und und und mov mov ldx mov mov and mov mov setz setp sets mov mov lnot mov mov mov mov mov sub stx mov nop nop mov mov call mov mov sub ldx mov and mov mov setz setp sets stx mov mov ldx mov mov and mov mov setz setp sets mov mov lnot mov nop,jcnd jcnd push mov call mov test jnz mov mov call and mov test jnz call mov mov call retn und und und und und mov mov ldx mov mov and mov mov setz setp sets mov mov lnot mov mov mov mov mov sub stx mov nop nop mov mov call mov mov sub ldx mov and mov mov setz setp sets stx mov mov ldx mov mov and mov mov setz setp sets mov mov lnot mov nop,both,same,,
4513333,void Concurrency::details::_InternalDeleteHelper<class Concurrency::details::ExternalContextBase>(class Concurrency::details::ExternalContextBase near *),void Concurrency::details::_InternalDeleteHelper<class Concurrency::details::ExternalContextBase>(class Concurrency::details::ExternalContextBase near *),35,35,3,3,6,6,67,67,fbd211ebbd928a7352014088a1824968802f0270,fbd211ebbd928a7352014088a1824968802f0270,553deb2f69671af65cf63b6825febc19ccf945f7,553deb2f69671af65cf63b6825febc19ccf945f7,jcnd push mov push mov test jz mov push push mov mov call mov call pop pop pop retn mov mov mov add ldx mov mov and mov mov setz setp sets mov mov mov mov ldx mov nop push mov nop push mov mov add ldx mov mov mov nop nop mov mov ldx nop mov mov nop nop icall nop pop nop pop mov icall,jcnd push mov push mov test jz mov push push mov mov call mov call pop pop pop retn mov mov mov add ldx mov mov and mov mov setz setp sets mov mov mov mov ldx mov nop push mov nop push mov mov add ldx mov mov mov nop nop mov mov ldx nop mov mov nop nop icall nop pop nop pop mov icall,both,same,,
4513368,void Concurrency::details::_InternalDeleteHelper<class Concurrency::details::InternalContextBase>(class Concurrency::details::InternalContextBase near *),void Concurrency::details::_InternalDeleteHelper<class Concurrency::details::InternalContextBase>(class Concurrency::details::InternalContextBase near *),37,37,3,3,6,6,70,70,422421a37b2d29df155c1b175c66e58b8069a67d,422421a37b2d29df155c1b175c66e58b8069a67d,9b882c722d2c3b4a80896516515529b8d8bbf612,9b882c722d2c3b4a80896516515529b8d8bbf612,jcnd push mov push mov test jz mov push push mov mov call lea call pop pop pop retn mov mov mov add ldx mov mov and mov mov setz setp sets mov mov mov mov add ldx mov nop push mov nop push mov mov add ldx mov mov mov nop nop mov mov ldx nop mov add mov mov nop nop icall nop pop nop pop mov icall,jcnd push mov push mov test jz mov push push mov mov call lea call pop pop pop retn mov mov mov add ldx mov mov and mov mov setz setp sets mov mov mov mov add ldx mov nop push mov nop push mov mov add ldx mov mov mov nop nop mov mov ldx nop mov add mov mov nop nop icall nop pop nop pop mov icall,both,same,,
4513405,void Concurrency::details::_InternalDeleteHelper<class Concurrency::details::ScheduleGroupBase>(class Concurrency::details::ScheduleGroupBase near *),void Concurrency::details::_InternalDeleteHelper<class Concurrency::details::ScheduleGroupBase>(class Concurrency::details::ScheduleGroupBase near *),35,35,3,3,6,6,67,67,fbd211ebbd928a7352014088a1824968802f0270,fbd211ebbd928a7352014088a1824968802f0270,c47ebf9ae3c1a84fc1467dc17f2322bd1e14ed03,c47ebf9ae3c1a84fc1467dc17f2322bd1e14ed03,jcnd push mov push mov test jz mov push push mov mov call mov call pop pop pop retn mov mov mov add ldx mov mov and mov mov setz setp sets mov mov mov mov ldx mov nop push mov nop push mov mov add ldx mov mov mov nop nop mov mov ldx nop mov mov nop nop icall nop pop nop pop mov icall,jcnd push mov push mov test jz mov push push mov mov call mov call pop pop pop retn mov mov mov add ldx mov mov and mov mov setz setp sets mov mov mov mov ldx mov nop push mov nop push mov mov add ldx mov mov mov nop nop mov mov ldx nop mov mov nop nop icall nop pop nop pop mov icall,both,same,,
4513749,"public: Concurrency::details::CacheLocalScheduleGroupSegment::CacheLocalScheduleGroupSegment(class Concurrency::details::ScheduleGroupBase near *,class Concurrency::details::SchedulingRing near *,class Concurrency::location near *)","public: Concurrency::details::CacheLocalScheduleGroupSegment::CacheLocalScheduleGroupSegment(class Concurrency::details::ScheduleGroupBase near *,class Concurrency::details::SchedulingRing near *,class Concurrency::location near *)",56,56,1,1,0,0,86,86,0eca19a3ba961e12c23b90b202e93b1c1898a042,0eca19a3ba961e12c23b90b202e93b1c1898a042,b82e2cda1ca48f43735ca7986be704bc63f24a44,b82e2cda1ca48f43735ca7986be704bc63f24a44,push mov push push push mov push mov push call lea mov and mov mov mov pop leave retn mov mov mov add ldx nop push mov mov mov add ldx nop push mov mov mov sub stx mov mov add ldx nop push mov nop nop mov mov call mov add mov mov mov mov mov stx mov mov ldx mov and mov mov setz setp sets stx mov mov mov add stx mov mov mov mov add stx,push mov push push push mov push mov push call lea mov and mov mov mov pop leave retn mov mov mov add ldx nop push mov mov mov add ldx nop push mov mov mov sub stx mov mov add ldx nop push mov nop nop mov mov call mov add mov mov mov mov mov stx mov mov ldx mov and mov mov setz setp sets stx mov mov mov add stx mov mov mov mov add stx,both,same,,
4513805,??0CacheLocalScheduleGroupSegment@details@Concurrency@@QAE@PAVScheduleGroupBase@12@PAVSchedulingRing@12@PAVlocation@2@@Z_0,??0CacheLocalScheduleGroupSegment@details@Concurrency@@QAE@PAVScheduleGroupBase@12@PAVSchedulingRing@12@PAVlocation@2@@Z_0,56,56,1,1,0,0,86,86,0eca19a3ba961e12c23b90b202e93b1c1898a042,0eca19a3ba961e12c23b90b202e93b1c1898a042,89ff71b68e04c94ce64063119f593329a0ff6d1d,89ff71b68e04c94ce64063119f593329a0ff6d1d,push mov push push push mov push mov push call lea mov and mov mov mov pop leave retn mov mov mov add ldx nop push mov mov mov add ldx nop push mov mov mov sub stx mov mov add ldx nop push mov nop nop mov mov call mov add mov mov mov mov mov stx mov mov ldx mov and mov mov setz setp sets stx mov mov mov add stx mov mov mov mov add stx,push mov push push push mov push mov push call lea mov and mov mov mov pop leave retn mov mov mov add ldx nop push mov mov mov add ldx nop push mov mov mov sub stx mov mov add ldx nop push mov nop nop mov mov call mov add mov mov mov mov mov stx mov mov ldx mov and mov mov setz setp sets stx mov mov mov add stx mov mov mov mov add stx,both,same,,
4513872,sub_44E050,sub_44E050,24,24,1,1,0,0,48,48,c2d75de54115ffc780157ed6eb0b51924ab6dd4f,c2d75de54115ffc780157ed6eb0b51924ab6dd4f,031fb5298096f7c8e8f631ecc1f92b4481e9f833,031fb5298096f7c8e8f631ecc1f92b4481e9f833,push mov push xor mov mov mov mov mov mov leave retn mov mov mov mov setz setp sets mov mov mov sub stx mov mov mov stx mov mov mov add stx mov mov mov add stx mov mov mov add stx mov nop pop mov icall,push mov push xor mov mov mov mov mov mov leave retn mov mov mov mov setz setp sets mov mov mov sub stx mov mov mov stx mov mov mov add stx mov mov mov add stx mov mov mov add stx mov nop pop mov icall,both,same,,
4515088,sub_44E510,sub_44E510,23,23,1,1,0,0,43,43,273cdf0676c619d28ca5ee9664fbda9be50cf4de,273cdf0676c619d28ca5ee9664fbda9be50cf4de,6ed1ea21942a2547a05ae253b893919a70dfd2f4,6ed1ea21942a2547a05ae253b893919a70dfd2f4,push mov push call push call pop pop pop retn mov mov mov add ldx nop push mov nop nop mov mov call mov mov add ldx nop push mov nop nop mov mov call nop pop nop pop nop pop mov icall,push mov push call push call pop pop pop retn mov mov mov add ldx nop push mov nop nop mov mov call mov mov add ldx nop push mov nop nop mov mov call nop pop nop pop nop pop mov icall,both,same,,
4515121,sub_44E531,sub_44E531,23,23,1,1,0,0,43,43,273cdf0676c619d28ca5ee9664fbda9be50cf4de,273cdf0676c619d28ca5ee9664fbda9be50cf4de,711a2ac1a04c4f54810c0d667efc938b6d7c7314,711a2ac1a04c4f54810c0d667efc938b6d7c7314,push mov push call push call pop pop pop retn mov mov mov add ldx nop push mov nop nop mov mov call mov mov add ldx nop push mov nop nop mov mov call nop pop nop pop nop pop mov icall,push mov push call push call pop pop pop retn mov mov mov add ldx nop push mov nop nop mov mov call mov mov add ldx nop push mov nop nop mov mov call nop pop nop pop nop pop mov icall,both,same,,
4515343,??1ObjectLock@@QAE@XZ_1,??1ObjectLock@@QAE@XZ_1,81,81,3,3,2,2,52,52,d5d8692d06cecb415d5eec4b0573219d9d7c3fd8,d5d8692d06cecb415d5eec4b0573219d9d7c3fd8,a3ddac488b2bbab01aacfb67e4c0dcba021a2532,a3ddac488b2bbab01aacfb67e4c0dcba021a2532,push mov push push mov push mov xor push lea mov mov call mov mov pop leave retn mov mov mov und und und mov mov ldx mov mov nop nop mov mov call mov mov sub ldx mov nop pop nop pop mov icall mov lea mov xor call mov jmp,push mov push push mov push mov xor push lea mov mov call mov mov pop leave retn mov mov mov und und und mov mov ldx mov mov nop nop mov mov call mov mov sub ldx mov nop pop nop pop mov icall mov lea mov xor call mov jmp,both,same,,
4515397,public: class Concurrency::details::WorkQueue near * Concurrency::details::ListArray<class Concurrency::details::WorkQueue>::operator[](int)const,public: class Concurrency::details::WorkQueue near * Concurrency::details::ListArray<class Concurrency::details::WorkQueue>::operator[](int)const,72,72,10,10,26,26,180,180,403a537a5d44bfbc0a193ebff97f8a15894e63e0,403a537a5d44bfbc0a193ebff97f8a15894e63e0,b59df506fccb340e0d8e4639a4c86976687e9614,b59df506fccb340e0d8e4639a4c86976687e9614,jcnd goto jcnd jcnd jcnd goto push mov mov mov mov sar cmp jl xor jmp mov push mov cmp jl sub mov js inc mov sub jnz jmp mov mov mov dec and pop mov pop retn mov mov mov add ldx mov mov mov mov add ldx mov cfshr sar und setz setp sets mov mov add ldx mov setb seto sub setz setp sets mov mov xor mov mov mov setz setp sets mov mov mov mov,jcnd goto jcnd jcnd jcnd goto push mov mov mov mov sar cmp jl xor jmp mov push mov cmp jl sub mov js inc mov sub jnz jmp mov mov mov dec and pop mov pop retn mov mov mov add ldx mov mov mov mov add ldx mov cfshr sar und setz setp sets mov mov add ldx mov setb seto sub setz setp sets mov mov xor mov mov mov setz setp sets mov mov mov mov,both,same,,
4516421,public: void Concurrency::details::SchedulerBase::AddContext(class Concurrency::details::InternalContextBase near *),public: void Concurrency::details::SchedulerBase::AddContext(class Concurrency::details::InternalContextBase near *),49,49,4,4,8,8,84,84,fa2ce20512f29e18683a6ca0956d3fc952ee88ef,fa2ce20512f29e18683a6ca0956d3fc952ee88ef,0c6678889f52b803757981f95d59cd5bf7904e77,0c6678889f52b803757981f95d59cd5bf7904e77,jcnd goto push mov push push push mov call mov pop test jz mov mov jmp xor push lea call pop leave retn mov mov nop push mov mov nop nop mov mov call mov mov mov sub stx nop pop mov and mov mov setz setp sets mov mov mov mov add ldx mov mov mov mov add stx mov mov mov mov mov setz setp sets nop push mov add mov mov nop nop mov mov call nop,jcnd goto push mov push push push mov call mov pop test jz mov mov jmp xor push lea call pop leave retn mov mov nop push mov mov nop nop mov mov call mov mov mov sub stx nop pop mov and mov mov setz setp sets mov mov mov mov add ldx mov mov mov mov add stx mov mov mov mov mov setz setp sets nop push mov add mov mov nop nop mov mov call nop,both,same,,
